Order_ID,Product_ID,Quantity,Unit_Price,Discount,Line_Total
19408,51,1,40331.38,3.35,40328.03
18332,142,2,42451.07,6.58,84895.56
6470,396,4,16156.87,9.91,64617.57
1824,135,3,34274.13,8.53,102813.86
18105,171,2,43585.17,16.12,87154.22
9845,135,2,15051.53,11.14,30091.92
1531,94,3,16072.1,0.97,48215.33
9112,64,4,2467.01,17.9,9850.14
3515,135,2,31633.46,15.01,63251.91
19938,25,3,35534.54,0.63,106602.99
19106,80,3,38892.32,4.03,116672.93
5292,408,4,17519.23,16.04,70060.88
4986,67,4,7996.56,6.03,31980.21
15494,174,5,21042.89,10.05,105204.4
16852,130,1,30925.44,13.6,30911.84
16987,196,2,15711.3,18.59,31404.01
5584,374,1,47757.45,4.18,47753.27
3942,406,2,15214.4,16.56,30412.24
19973,320,2,32394.35,8.29,64780.41
5897,281,2,17470.54,11.27,34929.81
1481,151,4,12040.77,11.11,48151.97
13228,431,3,4442.86,11.68,13316.9
280,265,2,1614.04,7.38,3220.7
16043,314,5,29453,7.81,147257.19
4214,327,3,18018.97,7.01,54049.9
18827,20,2,33947.09,4.95,67889.23
19953,100,2,14725.29,19.2,29431.38
11206,299,5,10690.87,16.8,53437.55
12615,405,5,37408.71,19.93,187023.62
15279,102,2,44979.31,12.44,89946.18
15270,212,2,24426.54,7.06,48846.02
11918,10,4,35321.3,5.29,141279.91
18731,442,3,48430.97,15.16,145277.75
5912,20,2,39704,0.85,79407.15
5767,379,1,49185.78,0.8,49184.98
16150,385,2,35497.87,17.84,70977.9
2063,390,2,12754.52,4.42,25504.62
8225,208,2,33273.42,8.51,66538.33
8183,381,3,20577.23,8.46,61723.23
4817,73,2,32774.18,12.12,65536.24
19868,305,5,19559.99,3.65,97796.3
1054,121,4,19046.78,4.61,76182.51
14984,302,5,36255.11,10.9,181264.65
3599,123,4,521.41,8.53,2077.11
9458,206,4,28895.86,0.49,115582.95
9444,349,1,37454.18,4.65,37449.53
13182,107,5,26840.84,2.5,134201.7
4435,318,4,26475.2,14.41,105886.39
19085,74,1,18250.29,6.02,18244.27
10537,237,1,44750.78,7.88,44742.9
2711,483,1,34688.36,7.12,34681.24
14790,75,1,23574.95,2.04,23572.91
8828,294,3,45220.61,10.86,135650.97
6859,403,2,15454.81,11.46,30898.16
5979,61,1,6744.75,15.23,6729.52
9450,119,1,40904.36,6.81,40897.55
12919,103,5,4313.61,15.62,21552.43
12079,196,2,42573.83,14.66,85133
11212,10,4,19966.25,15.39,79849.61
3688,56,4,23143.04,13.03,92559.13
3829,494,5,37826.92,7.51,189127.09
14952,206,4,1498.81,11.02,5984.22
12370,316,1,30269,18.58,30250.42
16003,213,4,45626.5,11.67,182494.33
7107,3,5,13856.93,4.78,69279.87
19722,85,2,8649.56,17.83,17281.29
11918,121,2,42101.61,17.09,84186.13
6245,229,1,20299.37,0.59,20298.78
11998,487,2,17816.47,14.65,35618.29
11476,220,5,28061.7,7.27,140301.23
2154,124,3,25761.71,2.67,77282.46
3943,386,4,26562.6,10.23,106240.17
7878,278,1,45888.89,7.08,45881.81
8354,149,3,21027.06,14.16,63067.02
417,38,3,41597.21,15.56,124776.07
10946,27,4,33181.56,4.49,132721.75
17539,241,4,23902.9,17.69,95593.91
1704,332,1,49900.18,4.51,49895.67
18748,357,5,42454.76,0.95,212272.85
584,209,1,4424.92,1.28,4423.64
16044,260,3,33906.08,4.36,101713.88
2172,310,3,17393.37,14.47,52165.64
13601,404,1,47134.46,13.54,47120.92
9346,270,1,4275.13,1.09,4274.04
6369,191,5,5219.7,19.65,26078.85
12092,88,2,762.74,7.79,1517.69
8234,353,1,14394.71,13.59,14381.12
4814,266,3,46598.54,13.71,139781.91
10680,343,5,46381.87,5.22,231904.13
8399,180,5,41833.14,1.97,209163.73
12047,390,1,2870.38,0.59,2869.79
7463,471,2,16707.44,8.08,33406.8
6034,370,3,22987.76,0.57,68962.71
18695,30,1,47865.42,8.77,47856.65
5295,301,5,43925.48,19.61,219607.79
12016,281,5,37284.68,9.47,186413.93
500,207,5,39436.58,10.9,197172
2404,229,4,11539.67,3.49,46155.19
16944,265,4,21208.33,10.1,84823.22
1506,36,4,15110.36,16.06,60425.38
7596,45,1,34683.07,8.21,34674.86
12434,169,4,8936.19,5.55,35739.21
17827,421,1,34421.08,18.6,34402.48
1115,380,2,24612.98,4.49,49221.47
9615,420,2,10841.17,1.24,21681.1
7822,95,5,6604.27,10.07,33011.28
18865,7,2,21475.64,4.23,42947.05
19187,43,4,20303.83,16.33,81198.99
17901,457,5,26855.87,3.72,134275.63
4981,90,4,1002.79,11.02,4000.14
18025,482,4,27801.82,15.24,111192.04
476,415,3,31590.58,3.8,94767.94
17899,46,2,20039.85,2.1,40077.6
19465,185,2,17130.49,6.48,34254.5
9169,171,3,41484.89,8.11,124446.56
5096,423,1,5495.07,12.81,5482.26
5840,358,5,2273.91,6.84,11362.71
5648,348,2,24751.02,0.42,49501.62
18597,283,4,40988.87,5.03,163950.45
16503,470,5,172.99,13.23,851.72
4391,214,1,43293.44,3.92,43289.52
11523,441,2,23791.97,3.22,47580.72
2680,102,5,47247.64,7.12,236231.08
3349,390,3,23633.83,2.6,70898.89
16161,317,5,29345.72,7,146721.6
6095,270,1,26746.52,5.5,26741.02
4557,232,2,45297.28,1.59,90592.97
12041,84,1,33360.98,4.46,33356.52
6567,307,1,902.37,4.98,897.39
12896,403,1,29009.21,3.6,29005.61
4713,192,4,13054.48,19.43,52198.49
3084,339,3,19640.03,8.56,58911.53
14094,49,5,33257.12,13.3,166272.3
13853,433,1,30827.85,9.8,30818.05
9082,174,1,28318.53,6.72,28311.81
13875,489,2,4897.01,2.88,9791.14
19882,67,1,39003.52,17.82,38985.7
16039,183,3,29366.42,13.77,88085.49
12787,335,2,12849.86,11.02,25688.7
11236,480,3,38158.35,1.67,114473.38
86,179,5,48374.46,16.57,241855.73
3239,245,1,33538.36,2.16,33536.2
6174,49,4,38806.39,1.74,155223.82
7430,176,1,42431.55,13.28,42418.27
12273,492,3,16305.21,16.63,48899
14716,295,4,25275.03,18.08,101082.04
2307,272,2,47683.57,12.72,95354.42
15797,247,5,14859.99,0.7,74299.25
15396,467,3,21150.59,11.52,63440.25
16615,474,3,29077.22,16.73,87214.93
235,77,2,34898.65,14.33,69782.97
4151,200,1,18554.25,8.36,18545.89
2380,430,5,32324.81,0.81,161623.24
18341,219,3,22040.49,9.06,66112.41
18930,377,3,21256.28,0.93,63767.91
8029,11,4,21637.5,14.47,86535.53
2881,3,2,41781.33,19.49,83543.17
19762,500,2,32465.29,18.56,64912.02
9603,319,2,36452.57,2.58,72902.56
14246,27,2,31809.43,8.62,63610.24
2959,441,3,17997.02,2.84,53988.22
18992,288,2,5764.55,10.4,11518.7
5714,361,3,12690.89,1.01,38071.66
15818,46,1,43589.16,14.18,43574.98
210,84,4,1893.56,7.88,7566.36
4261,54,3,10980.77,11.8,32930.51
5643,167,2,28154.98,7.92,56302.04
13417,473,5,34563.85,9.28,172809.97
6317,242,2,43241.55,6.31,86476.79
398,20,5,1540.89,5.74,7698.71
1811,321,4,13393.67,4.25,53570.43
15301,156,2,28975.16,15.87,57934.45
9017,430,4,18081.24,17.8,72307.16
1911,292,5,39919.89,10.01,199589.44
15750,398,1,10507.96,13.89,10494.07
8880,49,2,21302.4,9.59,42595.21
9070,23,1,30075.49,10.71,30064.78
17955,266,2,4440.97,10.47,8871.47
17845,379,5,40011.8,9.79,200049.21
12226,411,2,41497.27,8.42,82986.12
8218,83,4,31337.67,10.01,125340.67
11950,67,2,2580.51,4.62,5156.4
3210,475,3,25712.29,1.97,77134.9
3941,150,2,24350.24,7.68,48692.8
13879,348,1,8758.77,14.4,8744.37
6810,157,2,17992.97,13.95,35971.99
8832,402,4,24575.85,9.38,98294.02
17207,268,1,8809.42,0.6,8808.82
18894,147,2,4384.85,1.88,8767.82
5400,300,5,30574.35,10.52,152861.23
9636,211,3,13598.32,5.25,40789.71
9024,462,3,23129.55,7.78,69380.87
3087,420,2,24029.21,3.26,48055.16
7656,365,3,45437.58,11.04,136301.7
11463,148,5,17074.12,6.94,85363.66
14745,371,3,26554.9,18.15,79646.55
17548,346,4,4961.27,11.71,19833.37
10237,388,2,15029.81,14.15,30045.47
17032,403,1,26338.51,18.91,26319.6
19313,185,2,46048.71,12.37,92085.05
7474,427,3,42613.41,13.4,127826.83
7532,6,1,36150.39,4.76,36145.63
6551,359,4,16877.75,15.73,67495.27
7164,343,5,8949.88,13.71,44735.69
3967,272,1,31125.29,16.91,31108.38
7142,332,3,3162.06,18.89,9467.29
12052,167,2,2060.55,11.54,4109.56
8846,223,1,31213.98,15.09,31198.89
3857,171,5,49336.19,13.93,246667.02
4213,224,3,955.22,7.66,2858
1434,329,1,40545.07,11.14,40533.93
6268,315,2,26806.94,2.35,53611.53
4889,84,1,33631.63,16.08,33615.55
9525,11,2,10432.75,5.36,20860.14
3172,243,1,12462.19,6.88,12455.31
17018,9,4,38270.49,5.02,153076.94
6116,424,2,42214,5.3,84422.7
16872,171,4,27546.66,14.35,110172.29
18000,3,3,20157.57,3.25,60469.46
17113,453,2,45506.62,11.04,91002.2
17774,237,1,6704.4,8.07,6696.33
1180,67,5,47664.13,10.36,238310.29
18216,273,5,40613.49,0.17,203067.28
5598,206,5,2898.43,16.53,14475.62
2244,416,4,44920.31,11.05,179670.19
18750,474,1,34364.39,10.08,34354.31
16411,389,3,18035.52,17.45,54089.11
18702,61,3,49919.96,0.35,149759.53
14620,456,4,30342.55,9.88,121360.32
2735,70,4,20052.35,12.95,80196.45
8143,19,5,13318.53,14.16,66578.49
6480,133,4,19105.61,0.41,76422.03
14593,373,4,42274.67,13.42,169085.26
10241,141,1,32693.85,4.57,32689.28
19643,303,3,4408,17.68,13206.32
60,172,5,2360.98,12.69,11792.21
5148,91,2,8325.97,9.82,16642.12
14977,439,4,11666.77,0.97,46666.11
16629,25,5,36674.8,3.39,183370.61
16798,179,2,23962.15,13.35,47910.95
16318,360,3,8024.4,7.64,24065.56
9683,432,3,11493.76,16.03,34465.25
10575,396,5,39671.39,17.44,198339.51
19304,307,4,34340.34,14.57,137346.79
10685,443,1,47985.86,17.99,47967.87
226,351,3,18110.8,10.11,54322.29
18648,281,5,20406.39,2.44,102029.51
6860,251,1,8029.78,4.71,8025.07
1739,80,3,45096.28,6.69,135282.15
13103,226,5,45671.88,2.35,228357.05
17744,143,5,19493.82,11.03,97458.07
8307,478,1,12782.06,10.79,12771.27
2571,26,3,5300.65,4.5,15897.45
17598,319,3,37698.15,15.39,113079.06
15363,384,2,3465.8,11.87,6919.73
6171,319,1,18797.92,3.43,18794.49
8301,82,2,39751.75,11.07,79492.43
19035,100,4,41432.5,8.34,165721.66
11452,191,5,12128.98,8.48,60636.42
13560,170,4,30696.77,0.15,122786.93
4174,227,1,27108.08,5.76,27102.32
7853,40,3,45530.78,0.98,136591.36
1556,273,2,27659.19,17.57,55300.81
9456,139,5,14674.94,2.26,73372.44
6923,205,1,48536.53,3.79,48532.74
4102,442,1,39689.8,17.65,39672.15
11142,188,5,9977.02,9.5,49875.6
16512,20,3,27713.28,8.24,83131.6
480,10,4,804.77,16.73,3202.35
4145,42,2,2270.32,18.34,4522.3
10777,451,3,7445.96,17.43,22320.45
1559,207,5,35883.42,9.53,179407.57
253,252,1,4965.91,16.89,4949.02
11345,94,2,46830.97,3.93,93658.01
12799,268,5,46326.99,12.66,231622.29
14777,46,2,17607.55,2.81,35212.29
1213,90,2,9570.2,3.3,19137.1
17846,287,2,10483.06,5.76,20960.36
9493,209,3,5486.78,17.04,16443.3
6079,381,4,15889.41,17.35,63540.29
12949,174,5,22497.4,2.5,112484.5
5730,78,4,21272.27,17.58,85071.5
1343,89,1,40595.23,14.54,40580.69
6795,184,3,39350.54,13.56,118038.06
5902,430,3,30325.45,6.59,90969.76
16360,313,3,34949.9,9.19,104840.51
2215,434,2,47331.64,13.19,94650.09
8370,36,5,39353.14,12.43,196753.27
6780,372,2,43651.37,6.22,87296.52
18709,48,2,46110.36,2.85,92217.87
19568,287,2,45260.44,10.31,90510.57
3579,145,4,6681.78,6.03,26721.09
9022,372,1,33480.84,12.63,33468.21
19119,234,4,8643.97,9.21,34566.67
12661,83,1,46149.77,19.06,46130.71
8999,235,1,20671.29,4.94,20666.35
10379,212,1,43662.35,2.87,43659.48
5965,405,1,23127.92,15.87,23112.05
16234,216,4,28838.13,9.49,115343.03
17427,365,4,45652.42,9.9,182599.78
15813,371,3,46351.77,10.33,139044.98
17545,296,1,33201.51,13.74,33187.77
13251,435,1,2636.08,8.54,2627.54
2954,136,5,30337.5,12.82,151674.68
12563,92,2,6315.8,3.68,12627.92
1225,424,2,37211.79,9.7,74413.88
438,2,1,45787.49,5.47,45782.02
19440,488,2,27015.65,13,54018.3
13662,476,3,20172.15,10.19,60506.26
17929,151,5,32772.75,10.04,163853.71
1380,143,4,37489.3,10.14,149947.06
14656,87,3,25832.56,12.7,77484.98
7108,408,4,8892.46,19.41,35550.43
1841,393,5,31960.07,16.92,159783.43
8307,478,5,6902.06,8.33,34501.97
16150,477,2,29682.01,10.61,59353.41
3104,98,2,40013.11,13.54,80012.68
13384,238,2,13830.19,5.74,27654.64
4868,246,2,6294.64,9.63,12579.65
4071,31,4,8068.64,7.68,32266.88
16194,14,1,28568.14,3.76,28564.38
16805,350,5,14996.52,18.15,74964.45
2646,431,1,20116.92,10.21,20106.71
17330,139,2,47762.97,10.28,95515.66
16265,497,2,38270.19,16.25,76524.13
1750,291,4,48821.44,0.57,195285.19
8176,418,2,39387.3,0.85,78773.75
16618,130,4,18824.77,7.54,75291.54
5327,228,4,12915.6,11.55,51650.85
4920,360,2,7083.63,14.47,14152.79
5042,402,3,17293.69,18.96,51862.11
15718,110,5,13295.58,3.97,66473.93
17567,241,2,39801.5,7.06,79595.94
3977,368,1,25910.81,16.96,25893.85
2452,465,1,14178.29,9.93,14168.36
4046,500,4,25324.46,9.74,101288.1
10892,383,4,20336.3,15.94,81329.26
19912,474,5,20739.36,9.58,103687.22
19655,258,1,29922.05,2.55,29919.5
8525,220,4,40638.33,15.64,162537.68
8087,269,1,25086.95,12.27,25074.68
3096,480,4,17804.02,5.62,71210.46
3886,405,2,10444.09,4.64,20883.54
1987,47,2,23958.71,1.92,47915.5
6208,181,2,43443.7,7.8,86879.6
16316,196,1,29601.79,4.02,29597.77
18132,219,2,28974.75,10.34,57939.16
3387,174,4,18420.43,2.06,73679.66
5905,249,1,15581.1,16.27,15564.83
17832,173,2,19707.31,12.59,39402.03
4603,47,2,5652.34,3.07,11301.61
6275,444,5,5973.48,16.21,29851.19
15806,60,1,11994.09,16.46,11977.63
6339,218,1,15520.3,18.94,15501.36
19566,259,5,22450.78,12.17,112241.73
8901,377,3,24454.67,1,73363.01
12207,96,2,26850.5,0.25,53700.75
443,388,4,23773.36,13.49,95079.95
9971,209,1,4421.66,19.63,4402.03
11878,466,2,47347.59,4.01,94691.17
3763,368,5,34377.35,18.8,171867.95
17063,436,4,7601.81,2.23,30405.01
7901,423,2,4245.11,3.17,8487.05
8097,50,5,16450.07,5.31,82245.04
14186,57,3,8055.01,14.2,24150.83
7842,82,3,46183.03,9.33,138539.76
15347,218,1,5727.06,18.81,5708.25
15432,455,2,897.61,6.65,1788.57
19865,329,5,22575.54,5.26,112872.44
854,238,4,37300.87,6.85,149196.63
621,139,5,24222.81,4.24,121109.81
14803,499,5,17323.47,15.02,86602.33
13382,223,5,45243.48,2.2,226215.2
2910,64,1,15452.56,9.03,15443.53
9097,217,5,47638.22,8.28,238182.82
8073,109,1,48519.92,3.96,48515.96
6260,26,5,23009.09,12.33,115033.12
18837,146,1,16890.41,1.72,16888.69
17432,340,4,23646.99,19.74,94568.22
17985,421,1,42015.01,6.59,42008.42
14264,456,4,32295.74,4.35,129178.61
17512,192,3,33426.98,19.6,100261.34
16017,354,1,6163.34,18.73,6144.61
4867,32,2,33494.31,12.1,66976.52
2954,104,5,26482.07,17.46,132392.89
12581,389,3,20305.24,7.77,60907.95
7716,50,5,18435.19,16.05,92159.9
19849,313,5,32336.34,5.45,161676.25
8431,448,5,24421.38,14.4,122092.5
16620,337,4,38974.31,14.86,155882.38
15019,480,4,32261.04,18.53,129025.63
12247,315,3,21255.53,12.85,63753.74
18171,456,5,11120.99,5.52,55599.43
6407,151,5,9961.93,18.75,49790.9
1,315,5,10337.59,19.95,51668
14524,182,3,38174.93,7.99,114516.8
4190,280,2,43717.49,2.11,87432.87
9740,169,3,26846.04,13.74,80524.38
17442,9,3,8970.68,15.17,26896.87
17506,150,2,4884.89,4.6,9765.18
11486,101,5,22808.08,0.85,114039.55
450,130,1,31178.83,14.87,31163.96
7828,317,5,41910.35,15.78,209535.97
1153,499,2,22005.68,8.33,44003.03
17154,167,1,13519.8,12.27,13507.53
1081,13,4,12838.59,17.23,51337.13
16550,242,1,8450.25,5.73,8444.52
4768,133,4,402.8,11.35,1599.85
1435,155,4,14147.48,17.51,56572.41
1238,305,5,26566.22,0.92,132830.18
219,442,1,22332.57,18.59,22313.98
6518,187,1,28523.99,4.36,28519.63
12006,352,4,44819.54,11.88,179266.28
11379,200,3,11773.67,8.41,35312.6
2714,438,1,31243.12,12.88,31230.24
11568,119,4,4676.87,1.48,18706
18434,27,3,21851.44,7.89,65546.43
16363,332,4,48014.56,13.73,192044.51
3948,149,4,8456.26,5.76,33819.28
2736,244,2,27824.45,9.13,55639.77
1407,137,3,8333.74,18.08,24983.14
12613,298,2,17395.95,2.48,34789.42
8010,271,3,32472.16,16.1,97400.38
3194,257,5,5280.68,9.71,26393.69
4108,239,2,42583.48,2.22,85164.74
2497,386,1,7206.12,0.38,7205.74
13680,324,5,41285.74,4.11,206424.59
15508,324,4,42343.15,13.29,169359.31
16059,440,1,27873.45,5.29,27868.16
14572,204,4,39986.7,7.71,159939.09
16936,416,2,19231.66,15.54,38447.78
922,79,5,25271.9,6.92,126352.58
14527,93,5,32576.32,16.61,162864.99
4649,256,4,39555.4,8.92,158212.68
17748,490,4,29229.32,19.56,116897.72
10279,219,5,45974.44,16.6,229855.6
19164,124,4,41607.93,10.91,166420.81
19614,93,2,33709.53,1.48,67417.58
2119,102,3,2697.39,0.4,8091.77
13378,400,5,48753.34,16.4,243750.3
2196,294,4,19040.89,8.92,76154.64
7572,392,5,844.43,2.35,4219.8
15610,222,1,35693.15,14.84,35678.31
17095,194,1,36709.69,1.93,36707.76
9658,196,3,18371.8,11.7,55103.7
1990,176,4,45384.45,8.51,181529.29
7268,351,1,39464.54,8.95,39455.59
1321,429,4,24200.48,2.88,96799.04
2062,227,3,4271.51,10.26,12804.27
16973,208,5,3030.58,17.02,15135.88
10052,500,1,518.44,7.89,510.55
5931,268,5,6860.62,4.22,34298.88
17693,180,3,13743.5,14.41,41216.09
16955,442,1,34449.11,19.78,34429.33
1484,360,5,48773.06,3.95,243861.35
11190,68,2,2515.14,2.29,5027.99
19195,19,2,28617.82,1.58,57234.06
19935,366,3,33983.44,16.19,101934.13
12871,279,5,44979.3,16.02,224880.48
4128,121,2,191.04,8.27,373.81
8621,198,5,41062.2,7.18,205303.82
10264,278,3,11794.55,15.92,35367.73
1767,166,3,36713.72,6.25,110134.91
8290,428,3,3110.79,3.4,9328.97
6503,150,4,36212.92,13.45,144838.23
17820,374,4,43483.71,13.22,173921.62
5132,266,2,30927.36,16.92,61837.8
11874,171,2,24758.67,12.48,49504.86
5283,98,4,34256.56,0.2,137026.04
19301,126,2,37545.95,19.83,75072.07
11256,321,1,8770.74,13.05,8757.69
7137,251,5,36601.47,18.58,182988.77
17773,340,2,9001.05,8.78,17993.32
12846,113,1,17582.24,12.09,17570.15
13683,245,5,44372.81,17.56,221846.49
10681,115,5,39648.2,4.02,198236.98
2276,372,4,26379.14,16.8,105499.76
6184,69,3,49291.6,7.92,147866.88
13000,221,1,43390.86,15.4,43375.46
6612,431,3,48724.51,6.24,146167.29
18142,439,4,18945.65,12.02,75770.58
5505,82,5,9640.96,4.56,48200.24
1542,98,3,1792.18,9.14,5367.4
17896,362,4,1043.65,3.99,4170.61
5531,447,3,15431.55,11.27,46283.38
13816,50,4,43986.1,8.42,175935.98
15378,435,5,41862.36,16.14,209295.66
12224,362,2,8279.36,4.27,16554.45
5348,349,1,10782.64,16.69,10765.95
3332,52,2,15406.22,7.26,30805.18
4003,368,4,34531.2,7.95,138116.85
14050,7,5,13051.05,0.97,65254.28
15739,419,2,22010.68,18.03,44003.33
1907,275,5,31981.89,11.02,159898.43
11921,362,2,16146.66,13.61,32279.71
14667,133,5,30104.04,3.46,150516.74
7498,437,5,2044.1,10.83,10209.67
16216,272,2,2220.69,18.91,4422.47
17326,135,4,4321.56,19,17267.24
399,490,3,47015.72,9.62,141037.54
16539,180,3,24940.14,7.04,74813.38
13361,307,4,39513.6,17.07,158037.33
3156,255,2,7661.81,16.67,15306.95
3157,21,1,11801.37,2.53,11798.84
12515,171,4,36166.85,15.2,144652.2
5895,245,2,29911.13,2.54,59819.72
19161,225,5,47003.44,6.32,235010.88
16647,255,5,5732.77,10.13,28653.72
9736,392,3,2209.83,7.7,6621.79
12130,299,3,3833.53,2.86,11497.73
15188,8,2,34871.05,4.36,69737.74
3012,375,1,9557.91,9.69,9548.22
11001,398,5,44369.44,16.3,221830.9
3251,415,3,28176.23,1.06,84527.63
11632,415,5,46070.17,9.75,230341.1
160,121,4,17724.42,2.87,70894.81
12083,14,3,41741.97,10.56,125215.35
3439,196,4,11335.28,8.99,45332.13
12911,67,4,179.07,11.45,704.83
5943,440,1,37805.91,19.75,37786.16
15305,475,2,13339.02,8.77,26669.27
5058,322,5,6671.04,12.53,33342.67
313,292,2,7617.46,8.81,15226.11
10263,11,1,18122.83,7.32,18115.51
8775,407,3,41860.09,0.11,125580.16
1283,407,2,24927.05,10.19,49843.91
17026,459,5,47519.94,13.3,237586.4
10399,40,3,11890.67,13.7,35658.31
9290,33,3,23304.51,2.03,69911.5
8297,238,4,12832.64,19.21,51311.35
9819,211,2,3029.03,17.03,6041.03
9596,477,1,43847.22,10.51,43836.71
17007,369,3,47423.32,9.67,142260.29
19366,465,4,12441.32,4.06,49761.22
8844,316,4,44090.67,11.23,176351.45
8746,23,3,46918.94,12.34,140744.48
17390,103,4,39424.26,3.61,157693.43
4739,114,3,29128.92,0.19,87386.57
5228,452,2,19073.4,15.89,38130.91
7585,95,2,27485.66,2.22,54969.1
17189,53,4,11932.31,14.87,47714.37
4881,490,4,28092.79,18.4,112352.76
19284,310,4,12985.77,3.27,51939.81
10068,482,3,4455.62,10.23,13356.63
3757,454,4,1862.46,15.4,7434.44
11486,12,1,2416.49,11.83,2404.66
4946,362,1,17553.29,15.96,17537.33
10098,66,4,38409.18,6.57,153630.15
256,484,2,8270.64,0.55,16540.73
4828,213,2,13176.05,9.02,26343.08
17239,356,3,33857.15,16.49,101554.96
17767,88,3,24215.38,1.47,72644.67
13696,181,5,25673.41,16.38,128350.67
17459,155,3,20992.41,2.8,62974.43
12391,343,1,24420.26,13.59,24406.67
10655,37,4,18774.43,9.39,75088.33
14995,257,2,20790.99,14.79,41567.19
2660,265,4,41632.81,18.4,166512.84
18265,176,3,42121.95,18.39,126347.46
8178,473,2,3439.97,7.69,6872.25
11690,430,4,46239.05,11.76,184944.44
6570,455,1,31396.88,1.1,31395.78
9162,437,5,29355.58,3.85,146774.05
4962,36,5,15067.9,7.18,75332.32
18310,360,3,15125.2,14.78,45360.82
16574,69,1,16585.63,0.23,16585.4
8156,435,4,4158.18,7.4,16625.32
14717,430,2,38143.37,5.91,76280.83
10122,253,3,9026.54,6.05,27073.57
13551,21,4,47846.86,8.24,191379.2
12642,306,4,8126.3,16.06,32489.14
5695,477,4,24244.42,18.09,96959.59
11403,382,3,26611.94,5.78,79830.04
1145,492,1,39467.43,4.56,39462.87
12485,386,2,3383.31,7.41,6759.21
4246,292,1,32882.41,11.54,32870.87
17465,76,4,4072.29,18.32,16270.84
3694,229,2,40047.89,3.66,80092.12
17906,166,5,30176.22,14.67,150866.43
1580,327,3,7365.99,13.27,22084.7
11296,282,1,32944.04,16.72,32927.32
6788,194,1,12872.49,0.96,12871.53
13999,386,5,19171.81,11.37,95847.68
26,416,1,4760.87,12.49,4748.38
15705,291,5,30868.04,18.43,154321.77
1705,114,3,18474.67,11.75,55412.26
1433,271,4,12749,14.67,50981.33
14042,169,4,1100.3,11.66,4389.54
10436,306,3,21431.01,5.87,64287.16
844,98,3,28997.05,18.66,86972.49
14210,91,1,25610.71,13.88,25596.83
15098,6,1,35811.65,13.51,35798.14
9844,126,1,15329.31,2.53,15326.78
636,439,1,17097.32,0.05,17097.27
9026,7,2,13156.76,9.35,26304.17
7005,481,2,6793.57,15.3,13571.84
5352,482,1,25527.76,6.27,25521.49
19756,302,1,14572.03,8.03,14564
6672,141,1,9416.71,18.99,9397.72
8079,398,1,31764.91,6.12,31758.79
132,436,3,9207.76,7.57,27615.71
138,286,2,2817.52,6.33,5628.71
8113,57,3,20702.17,19.42,62087.09
4257,388,4,26030.68,2.89,104119.83
4221,165,1,26514.61,12.79,26501.82
10536,111,3,41489.84,9.1,124460.42
739,317,1,36803.59,6.06,36797.53
8190,427,5,1148.84,18.43,5725.77
2271,17,5,40807.82,17.96,204021.14
12011,27,1,49402.95,4.86,49398.09
18171,125,3,22500.99,13.51,67489.46
12268,72,4,40158.46,15.7,160618.14
5952,268,3,36497.78,13.81,109479.53
11247,172,4,6041.35,16.16,24149.24
16043,239,3,9476.27,10.15,28418.66
2878,487,4,18179.72,14.53,72704.35
18198,340,4,40551.16,8.56,162196.08
7937,416,3,39985.18,12.55,119942.99
18879,118,5,1607.58,13.91,8023.99
8662,139,4,42092.48,13.13,168356.79
14267,348,2,46979.2,10.85,93947.55
19291,433,2,47043.79,11.36,94076.22
10359,127,3,3330.22,13.96,9976.7
8527,229,4,23029.74,13.46,92105.5
18112,320,1,19202.94,11.18,19191.76
17945,143,3,3653.28,3.08,10956.76
6072,211,4,2912.35,4.06,11645.34
8394,65,2,33866.66,16.22,67717.1
7391,88,2,44972.98,12.04,89933.92
11930,304,5,30167.79,1.11,150837.84
4972,348,1,43522.88,17.6,43505.28
7710,478,1,15083.66,9.12,15074.54
9819,460,4,29560.56,9.08,118233.16
14733,377,4,28344.87,13.8,113365.68
7173,421,1,38688.91,19.96,38668.95
18076,245,4,5800.17,12.2,23188.48
377,460,4,40479.68,6.76,161911.96
3586,262,4,29073.37,11.81,116281.67
3471,389,5,30913.46,16.35,154550.95
4641,365,5,9004.03,0.76,45019.39
19552,290,4,39999.21,15.43,159981.41
2650,292,5,32117.79,6.61,160582.34
15020,354,4,3098.71,14.1,12380.74
15150,116,1,1300.48,13.54,1286.94
2007,161,2,14245.25,17.64,28472.86
19730,106,1,34024.94,8.8,34016.14
4475,393,4,18278.19,18.53,73094.23
4334,465,1,24575.69,11.28,24564.41
6204,340,3,35733.18,9.52,107190.02
13285,235,5,2622.65,12.52,13100.73
12891,419,1,6720.38,4.59,6715.79
4703,473,4,29122.7,19.98,116470.82
4894,383,2,29789.65,15.68,59563.62
9904,457,4,48985.99,2.33,195941.63
4728,402,3,32094.13,13.65,96268.74
9360,248,2,12631.25,17.17,25245.33
485,24,2,1489,2.14,2975.86
14168,258,5,6703.27,14.93,33501.42
9905,387,5,33847.18,0.8,169235.1
14379,75,1,20337.62,13.71,20323.91
18485,402,4,5108.96,14.09,20421.75
7582,161,2,7255.72,15.38,14496.06
10989,260,2,31381.93,7.72,62756.14
5656,138,3,20666.05,14.09,61984.06
3582,94,1,26644.88,12.09,26632.79
19735,276,5,32590.6,1.09,162951.91
8759,372,2,36615.02,11.96,73218.08
16665,175,5,3672.65,13.64,18349.61
15781,286,2,11341.6,11.44,22671.76
