Order_ID,Delivery_Partner_ID,Tracking_Number,Shipment_Date,Delivery_Date,Delivery_Status
262,4,TRK00005851,2025-06-13,2025-06-21,In Transit
6741,4,TRK00005852,2025-02-04,2025-02-08,Delivered
14929,1,TRK00005853,2024-09-12,2024-09-14,Delivered
1000,3,TRK00005854,2025-06-11,2025-06-14,Shipped
3217,6,TRK00005855,2024-11-11,2024-11-17,Delivered
5434,3,TRK00005856,2025-06-08,2025-06-16,Returned
14514,6,TRK00005857,2025-10-08,2025-10-18,Delivered
18556,2,TRK00005858,2025-09-27,2025-10-07,Delivered
7255,6,TRK00005859,2024-07-16,2024-07-24,Shipped
17331,8,TRK00005860,2025-12-25,2026-01-02,Delivered
984,5,TRK00005861,2025-04-06,2025-04-10,Delivered
10648,3,TRK00005862,2025-01-19,2025-01-25,Delivered
6903,6,TRK00005863,2025-05-27,2025-05-28,Delivered
6631,4,TRK00005864,2025-04-01,2025-04-05,Delivered
1518,6,TRK00005865,2025-12-23,2026-01-01,Returned
14544,7,TRK00005866,2025-08-20,2025-08-23,Delivered
776,6,TRK00005867,2025-05-27,2025-06-05,In Transit
5405,5,TRK00005868,2025-07-02,2025-07-09,Delivered
13710,8,TRK00005869,2025-05-30,2025-06-08,Delivered
1290,3,TRK00005870,2025-11-04,2025-11-09,Delivered
9829,4,TRK00005871,2024-09-19,2024-09-24,Delivered
6183,5,TRK00005872,2026-04-24,2026-04-28,Delivered
153,1,TRK00005873,2025-06-14,2025-06-24,In Transit
204,7,TRK00005874,2026-04-16,2026-04-21,Shipped
14924,7,TRK00005875,2025-10-05,2025-10-15,Delivered
13956,3,TRK00005876,2026-03-16,2026-03-17,Delivered
16707,5,TRK00005877,2025-02-28,2025-03-03,Returned
10452,1,TRK00005878,2025-04-20,2025-04-22,Delivered
7843,3,TRK00005879,2025-11-16,2025-11-17,Delivered
13344,4,TRK00005880,2024-10-01,2024-10-10,Delivered
9014,2,TRK00005881,2026-04-08,2026-04-12,In Transit
5486,10,TRK00005882,2024-12-02,2024-12-07,Delivered
3167,6,TRK00005883,2025-09-24,2025-09-29,Delivered
8452,2,TRK00005884,2024-11-23,2024-11-27,In Transit
15068,8,TRK00005885,2026-03-26,2026-03-28,Delivered
1005,3,TRK00005886,2026-06-14,2026-06-18,Shipped
12272,4,TRK00005887,2026-05-06,2026-05-13,Delivered
6792,2,TRK00005888,2026-06-04,2026-06-11,Delivered
11188,1,TRK00005889,2025-12-09,2025-12-19,Delivered
5405,8,TRK00005890,2026-04-20,2026-04-27,Delivered
11270,4,TRK00005891,2026-06-24,2026-07-01,Delivered
17695,2,TRK00005892,2026-06-14,2026-06-21,Delivered
4786,9,TRK00005893,2025-01-25,2025-01-30,In Transit
8543,1,TRK00005894,2024-11-10,2024-11-20,Delivered
6234,7,TRK00005895,2026-04-24,2026-05-04,Shipped
4830,5,TRK00005896,2024-09-04,2024-09-12,In Transit
7455,1,TRK00005897,2025-01-20,2025-01-23,Delivered
6911,7,TRK00005898,2024-10-10,2024-10-18,Delivered
10576,7,TRK00005899,2026-04-11,2026-04-14,Delivered
16081,7,TRK00005900,2025-06-29,2025-07-01,Shipped
171,2,TRK00005901,2026-01-07,2026-01-08,Delivered
9358,3,TRK00005902,2025-08-22,2025-08-25,Delivered
8283,1,TRK00005903,2026-05-15,2026-05-21,Shipped
7582,4,TRK00005904,2024-12-02,2024-12-07,Delivered
3847,1,TRK00005905,2026-03-11,2026-03-16,Delivered
12859,8,TRK00005906,2025-10-19,2025-10-25,In Transit
10783,1,TRK00005907,2025-06-23,2025-07-03,In Transit
10978,9,TRK00005908,2025-10-28,2025-11-07,Delivered
9238,10,TRK00005909,2025-04-20,2025-04-21,Delivered
3887,1,TRK00005910,2025-08-07,2025-08-15,Shipped
18967,10,TRK00005911,2026-02-27,2026-02-28,Delivered
10580,7,TRK00005912,2025-04-06,2025-04-15,Shipped
16416,3,TRK00005913,2024-07-16,2024-07-25,Returned
9947,2,TRK00005914,2026-06-07,2026-06-13,Shipped
3,1,TRK00005915,2025-01-09,2025-01-10,Delivered
16872,3,TRK00005916,2025-03-29,2025-04-06,Delivered
13578,2,TRK00005917,2024-09-10,2024-09-19,Delivered
2472,2,TRK00005918,2025-02-09,2025-02-18,Delivered
15498,2,TRK00005919,2024-07-21,2024-07-27,Delivered
14660,3,TRK00005920,2026-03-11,2026-03-12,Delivered
19622,4,TRK00005921,2025-07-12,2025-07-22,Delivered
7266,3,TRK00005922,2026-05-20,2026-05-26,Delivered
14008,8,TRK00005923,2024-07-14,2024-07-18,Shipped
16735,4,TRK00005924,2026-03-19,2026-03-21,In Transit
3293,1,TRK00005925,2025-07-02,2025-07-04,In Transit
2332,6,TRK00005926,2026-04-09,2026-04-16,Delivered
12395,1,TRK00005927,2025-07-18,2025-07-25,Delivered
6095,4,TRK00005928,2025-10-04,2025-10-12,Delivered
13178,3,TRK00005929,2024-09-08,2024-09-09,Shipped
14621,4,TRK00005930,2026-07-08,2026-07-14,Delivered
15941,9,TRK00005931,2024-12-01,2024-12-06,Shipped
2723,9,TRK00005932,2025-07-22,2025-07-26,Delivered
5788,7,TRK00005933,2025-11-01,2025-11-03,Delivered
8922,6,TRK00005934,2025-06-24,2025-06-29,Delivered
3612,10,TRK00005935,2024-08-19,2024-08-25,Delivered
2017,4,TRK00005936,2025-08-28,2025-09-06,Delivered
11064,5,TRK00005937,2026-06-16,2026-06-18,Shipped
10535,9,TRK00005938,2024-08-14,2024-08-23,Returned
1782,9,TRK00005939,2024-10-19,2024-10-20,In Transit
6801,1,TRK00005940,2025-05-09,2025-05-17,Returned
8580,10,TRK00005941,2025-11-01,2025-11-02,In Transit
8714,9,TRK00005942,2025-01-08,2025-01-11,Delivered
15755,8,TRK00005943,2025-01-21,2025-01-27,In Transit
5347,9,TRK00005944,2025-12-07,2025-12-16,Delivered
576,8,TRK00005945,2025-11-05,2025-11-10,In Transit
8718,10,TRK00005946,2024-11-28,2024-12-04,Delivered
3927,1,TRK00005947,2025-12-14,2025-12-21,Delivered
11327,2,TRK00005948,2025-07-08,2025-07-15,Delivered
18504,4,TRK00005949,2026-05-25,2026-06-02,Delivered
9257,2,TRK00005950,2025-09-08,2025-09-13,Delivered
12863,8,TRK00005951,2025-11-19,2025-11-28,Delivered
6923,8,TRK00005952,2026-05-27,2026-06-02,Delivered
19774,3,TRK00005953,2024-12-12,2024-12-19,Delivered
4385,7,TRK00005954,2025-06-30,2025-07-07,Delivered
17028,10,TRK00005955,2025-04-12,2025-04-22,Delivered
1192,2,TRK00005956,2025-07-03,2025-07-05,Delivered
14447,10,TRK00005957,2026-06-13,2026-06-22,Delivered
15174,6,TRK00005958,2025-07-14,2025-07-16,Delivered
324,3,TRK00005959,2024-07-11,2024-07-12,In Transit
13869,4,TRK00005960,2026-06-11,2026-06-15,Delivered
287,10,TRK00005961,2024-08-26,2024-09-02,Delivered
2417,3,TRK00005962,2025-11-15,2025-11-16,Delivered
14754,5,TRK00005963,2026-05-26,2026-06-04,Delivered
17244,4,TRK00005964,2025-08-04,2025-08-11,Delivered
1162,1,TRK00005965,2025-05-20,2025-05-27,Delivered
12166,4,TRK00005966,2025-02-26,2025-03-07,Delivered
6740,7,TRK00005967,2024-10-19,2024-10-23,Delivered
18192,8,TRK00005968,2025-01-06,2025-01-08,Delivered
15389,1,TRK00005969,2025-03-01,2025-03-10,Delivered
14527,1,TRK00005970,2024-12-23,2024-12-27,Delivered
7769,1,TRK00005971,2026-04-25,2026-05-03,Delivered
14108,1,TRK00005972,2024-12-11,2024-12-21,Delivered
9717,9,TRK00005973,2025-10-03,2025-10-05,In Transit
13506,3,TRK00005974,2025-09-11,2025-09-17,Delivered
8481,2,TRK00005975,2025-02-05,2025-02-09,Delivered
18596,10,TRK00005976,2025-06-14,2025-06-18,In Transit
10087,2,TRK00005977,2024-10-11,2024-10-12,Delivered
9913,6,TRK00005978,2024-12-28,2024-12-30,Delivered
88,4,TRK00005979,2025-10-14,2025-10-21,Delivered
607,6,TRK00005980,2025-12-08,2025-12-09,Delivered
11663,10,TRK00005981,2026-05-08,2026-05-10,Shipped
2624,10,TRK00005982,2025-10-08,2025-10-13,In Transit
6213,2,TRK00005983,2025-11-03,2025-11-12,In Transit
17454,6,TRK00005984,2026-01-27,2026-02-05,Delivered
8229,1,TRK00005985,2025-08-08,2025-08-16,In Transit
5488,5,TRK00005986,2025-12-16,2025-12-26,Delivered
9119,4,TRK00005987,2025-08-04,2025-08-08,Delivered
18555,5,TRK00005988,2025-10-03,2025-10-11,Returned
8276,5,TRK00005989,2025-10-31,2025-11-09,Delivered
19529,3,TRK00005990,2025-06-05,2025-06-07,Returned
3197,3,TRK00005991,2026-05-23,2026-05-27,Delivered
6978,2,TRK00005992,2026-05-20,2026-05-28,Delivered
2050,8,TRK00005993,2025-03-10,2025-03-17,Delivered
7209,6,TRK00005994,2025-08-07,2025-08-16,Delivered
6090,9,TRK00005995,2024-10-21,2024-10-27,Delivered
17186,1,TRK00005996,2024-10-26,2024-11-01,Delivered
19843,10,TRK00005997,2025-09-03,2025-09-06,Delivered
7988,1,TRK00005998,2026-06-19,2026-06-29,Delivered
10689,6,TRK00005999,2024-09-20,2024-09-29,Delivered
9296,4,TRK00006000,2024-10-06,2024-10-12,Delivered
8109,7,TRK00006001,2025-10-05,2025-10-10,Delivered
4216,8,TRK00006002,2024-12-05,2024-12-15,Delivered
1040,6,TRK00006003,2025-06-13,2025-06-14,Delivered
16445,7,TRK00006004,2026-05-25,2026-05-28,Delivered
8819,9,TRK00006005,2026-02-25,2026-03-06,Delivered
11984,7,TRK00006006,2025-09-20,2025-09-28,Delivered
16668,7,TRK00006007,2026-01-26,2026-02-03,Delivered
9995,6,TRK00006008,2025-01-22,2025-01-29,Delivered
5022,6,TRK00006009,2024-09-14,2024-09-15,Delivered
1027,3,TRK00006010,2025-04-09,2025-04-15,Delivered
10131,6,TRK00006011,2025-12-25,2026-01-01,Delivered
6778,7,TRK00006012,2025-11-11,2025-11-18,Delivered
12579,9,TRK00006013,2024-09-03,2024-09-08,Delivered
2219,2,TRK00006014,2025-02-21,2025-03-03,Delivered
16834,2,TRK00006015,2025-05-26,2025-06-05,Delivered
17886,3,TRK00006016,2025-11-16,2025-11-19,Delivered
18733,2,TRK00006017,2025-08-16,2025-08-22,Delivered
18327,6,TRK00006018,2025-12-04,2025-12-10,Delivered
18617,5,TRK00006019,2025-03-19,2025-03-29,Delivered
6428,3,TRK00006020,2026-03-17,2026-03-18,Delivered
18622,2,TRK00006021,2024-07-22,2024-07-26,Delivered
7062,9,TRK00006022,2026-05-29,2026-06-04,Delivered
17515,3,TRK00006023,2026-05-01,2026-05-07,Returned
12144,5,TRK00006024,2026-02-07,2026-02-17,Delivered
18077,10,TRK00006025,2025-06-18,2025-06-23,Delivered
9448,2,TRK00006026,2025-04-22,2025-04-24,Shipped
12294,4,TRK00006027,2026-04-17,2026-04-20,Returned
12542,10,TRK00006028,2025-06-06,2025-06-14,Delivered
5171,6,TRK00006029,2024-09-25,2024-10-03,Delivered
19149,8,TRK00006030,2026-02-02,2026-02-06,Delivered
11639,4,TRK00006031,2025-12-25,2026-01-02,Delivered
15347,8,TRK00006032,2025-01-25,2025-02-02,Delivered
6324,1,TRK00006033,2025-10-27,2025-10-29,Delivered
6412,9,TRK00006034,2024-08-09,2024-08-16,Delivered
11618,9,TRK00006035,2025-04-18,2025-04-28,In Transit
18742,1,TRK00006036,2025-12-04,2025-12-12,Delivered
14370,10,TRK00006037,2026-04-24,2026-04-28,Delivered
2284,9,TRK00006038,2025-08-25,2025-08-27,In Transit
12418,4,TRK00006039,2025-02-14,2025-02-15,Returned
104,9,TRK00006040,2024-10-18,2024-10-25,Delivered
2642,2,TRK00006041,2025-09-02,2025-09-04,Returned
7840,9,TRK00006042,2025-05-22,2025-05-31,Delivered
17981,5,TRK00006043,2026-04-19,2026-04-21,Delivered
18180,2,TRK00006044,2026-01-27,2026-02-06,Delivered
16572,4,TRK00006045,2025-03-14,2025-03-19,In Transit
2139,1,TRK00006046,2025-01-03,2025-01-07,Delivered
5617,1,TRK00006047,2025-01-11,2025-01-16,Delivered
11207,3,TRK00006048,2025-11-20,2025-11-27,Shipped
16434,10,TRK00006049,2024-08-27,2024-08-28,Delivered
5535,9,TRK00006050,2024-10-21,2024-10-28,In Transit
17972,8,TRK00006051,2026-01-19,2026-01-27,Delivered
4260,1,TRK00006052,2024-10-15,2024-10-19,Delivered
545,9,TRK00006053,2024-12-11,2024-12-13,Delivered
9556,3,TRK00006054,2024-09-14,2024-09-15,Delivered
13185,8,TRK00006055,2026-07-10,2026-07-11,Delivered
10754,4,TRK00006056,2025-01-18,2025-01-21,Delivered
3628,5,TRK00006057,2026-06-29,2026-07-09,Delivered
124,6,TRK00006058,2024-11-28,2024-12-08,Delivered
5055,2,TRK00006059,2026-04-10,2026-04-17,Delivered
13413,8,TRK00006060,2024-11-22,2024-11-26,Delivered
5157,3,TRK00006061,2025-01-05,2025-01-08,Delivered
18738,6,TRK00006062,2026-04-04,2026-04-09,Delivered
9,9,TRK00006063,2026-05-21,2026-05-29,Delivered
8604,5,TRK00006064,2025-10-17,2025-10-18,In Transit
12840,9,TRK00006065,2026-01-03,2026-01-04,Delivered
10218,7,TRK00006066,2024-10-19,2024-10-24,In Transit
12483,2,TRK00006067,2026-05-02,2026-05-07,Delivered
15361,8,TRK00006068,2024-08-23,2024-09-02,Delivered
17141,3,TRK00006069,2025-10-26,2025-11-03,Delivered
4479,9,TRK00006070,2024-10-15,2024-10-18,Delivered
2201,1,TRK00006071,2025-10-15,2025-10-25,In Transit
3240,6,TRK00006072,2025-01-11,2025-01-12,Returned
11328,2,TRK00006073,2024-08-10,2024-08-20,Delivered
5235,3,TRK00006074,2025-11-03,2025-11-08,Delivered
7847,6,TRK00006075,2026-03-13,2026-03-22,Delivered
12763,8,TRK00006076,2025-09-14,2025-09-21,Delivered
593,10,TRK00006077,2025-06-03,2025-06-07,Delivered
18776,10,TRK00006078,2026-01-23,2026-02-01,Delivered
18231,3,TRK00006079,2025-06-25,2025-06-29,Delivered
6296,9,TRK00006080,2026-05-03,2026-05-10,Delivered
1819,3,TRK00006081,2026-05-11,2026-05-15,Delivered
12018,4,TRK00006082,2025-02-17,2025-02-26,Returned
4768,4,TRK00006083,2025-06-06,2025-06-10,Delivered
5052,7,TRK00006084,2025-05-07,2025-05-08,Delivered
3772,1,TRK00006085,2026-01-20,2026-01-29,Delivered
12802,2,TRK00006086,2026-04-08,2026-04-18,Shipped
7158,5,TRK00006087,2026-02-08,2026-02-14,Shipped
17754,1,TRK00006088,2025-06-10,2025-06-19,Shipped
12629,3,TRK00006089,2024-09-18,2024-09-19,Delivered
19415,8,TRK00006090,2024-10-08,2024-10-15,Delivered
14870,7,TRK00006091,2026-05-05,2026-05-12,Delivered
9469,8,TRK00006092,2025-01-08,2025-01-17,In Transit
482,6,TRK00006093,2026-04-08,2026-04-14,In Transit
13048,1,TRK00006094,2026-01-20,2026-01-29,In Transit
6764,6,TRK00006095,2025-09-15,2025-09-23,Delivered
14361,6,TRK00006096,2026-04-14,2026-04-21,Delivered
14922,6,TRK00006097,2024-11-20,2024-11-29,In Transit
5967,1,TRK00006098,2026-04-18,2026-04-23,Shipped
22,6,TRK00006099,2026-07-02,2026-07-03,Delivered
4131,1,TRK00006100,2026-01-30,2026-02-09,Delivered
4453,4,TRK00006101,2026-03-13,2026-03-20,Delivered
10392,2,TRK00006102,2024-09-02,2024-09-12,Delivered
7565,2,TRK00006103,2025-09-09,2025-09-11,Delivered
7999,5,TRK00006104,2024-10-03,2024-10-05,Delivered
373,6,TRK00006105,2024-09-04,2024-09-12,Delivered
18169,7,TRK00006106,2025-01-03,2025-01-07,Shipped
12002,4,TRK00006107,2024-09-11,2024-09-13,Delivered
18851,8,TRK00006108,2025-06-05,2025-06-12,Delivered
14837,9,TRK00006109,2025-11-15,2025-11-23,Delivered
13448,7,TRK00006110,2026-03-22,2026-03-30,In Transit
12478,8,TRK00006111,2025-05-20,2025-05-27,In Transit
9127,7,TRK00006112,2024-10-04,2024-10-09,Delivered
7427,7,TRK00006113,2025-11-26,2025-11-28,In Transit
2264,5,TRK00006114,2026-04-04,2026-04-06,Delivered
2979,5,TRK00006115,2025-06-03,2025-06-13,In Transit
16074,1,TRK00006116,2026-05-14,2026-05-24,Delivered
13603,1,TRK00006117,2024-11-29,2024-12-07,Delivered
12172,9,TRK00006118,2025-05-11,2025-05-19,Returned
16376,2,TRK00006119,2024-09-17,2024-09-20,Delivered
2525,4,TRK00006120,2024-12-08,2024-12-18,Delivered
17935,3,TRK00006121,2026-04-19,2026-04-27,Delivered
18979,6,TRK00006122,2025-09-12,2025-09-22,Delivered
11979,7,TRK00006123,2024-07-21,2024-07-29,Shipped
14666,9,TRK00006124,2024-09-07,2024-09-15,Shipped
13923,2,TRK00006125,2026-06-25,2026-07-05,Delivered
3232,4,TRK00006126,2025-04-07,2025-04-17,Delivered
11475,9,TRK00006127,2026-05-19,2026-05-21,Delivered
18577,1,TRK00006128,2025-02-04,2025-02-14,Delivered
18898,3,TRK00006129,2026-04-07,2026-04-13,Delivered
17,3,TRK00006130,2025-09-06,2025-09-14,Returned
8506,5,TRK00006131,2025-09-09,2025-09-19,In Transit
18263,10,TRK00006132,2026-06-27,2026-07-03,Returned
17453,7,TRK00006133,2025-10-30,2025-11-06,Delivered
15325,4,TRK00006134,2025-09-24,2025-09-27,Shipped
12083,10,TRK00006135,2025-06-10,2025-06-16,Delivered
10329,3,TRK00006136,2025-01-16,2025-01-18,Shipped
12521,8,TRK00006137,2025-04-11,2025-04-18,Delivered
4431,6,TRK00006138,2024-11-09,2024-11-18,Delivered
6031,9,TRK00006139,2026-02-25,2026-02-27,Delivered
19328,4,TRK00006140,2026-05-07,2026-05-12,Shipped
5083,8,TRK00006141,2025-02-26,2025-03-04,Delivered
19543,7,TRK00006142,2025-09-03,2025-09-07,Delivered
12751,10,TRK00006143,2026-07-07,2026-07-15,Delivered
6797,6,TRK00006144,2026-06-19,2026-06-28,Delivered
18824,1,TRK00006145,2025-02-22,2025-03-03,Shipped
11080,6,TRK00006146,2025-08-25,2025-09-02,Delivered
14910,1,TRK00006147,2026-05-15,2026-05-21,In Transit
2153,7,TRK00006148,2024-09-17,2024-09-27,Delivered
19337,3,TRK00006149,2024-10-19,2024-10-28,Shipped
4556,1,TRK00006150,2026-01-12,2026-01-19,Delivered
12217,7,TRK00006151,2026-04-23,2026-04-24,Returned
17152,2,TRK00006152,2024-12-26,2025-01-02,Delivered
14303,6,TRK00006153,2025-07-23,2025-08-01,Delivered
12107,5,TRK00006154,2024-12-11,2024-12-20,Shipped
18803,1,TRK00006155,2024-09-06,2024-09-07,In Transit
787,9,TRK00006156,2025-09-18,2025-09-28,Delivered
19086,8,TRK00006157,2026-01-14,2026-01-23,Delivered
6429,1,TRK00006158,2026-01-29,2026-01-31,Delivered
2468,3,TRK00006159,2025-05-26,2025-05-28,Delivered
13851,6,TRK00006160,2025-05-04,2025-05-11,Shipped
2436,8,TRK00006161,2025-06-20,2025-06-29,Delivered
11241,2,TRK00006162,2025-03-08,2025-03-12,Delivered
3654,6,TRK00006163,2026-01-24,2026-01-31,In Transit
3451,4,TRK00006164,2024-11-24,2024-11-26,In Transit
16812,9,TRK00006165,2025-04-04,2025-04-14,Delivered
6506,10,TRK00006166,2025-02-14,2025-02-17,Delivered
2728,5,TRK00006167,2026-02-17,2026-02-26,Delivered
19079,2,TRK00006168,2024-10-19,2024-10-20,Delivered
4835,5,TRK00006169,2024-08-21,2024-08-26,Delivered
6847,2,TRK00006170,2025-07-02,2025-07-11,Shipped
10215,6,TRK00006171,2025-10-25,2025-11-03,Shipped
16675,9,TRK00006172,2025-08-05,2025-08-13,Shipped
12290,3,TRK00006173,2026-06-14,2026-06-16,Delivered
3086,9,TRK00006174,2024-07-18,2024-07-23,Delivered
6836,10,TRK00006175,2024-07-18,2024-07-28,In Transit
15924,10,TRK00006176,2026-02-16,2026-02-22,Delivered
13621,5,TRK00006177,2025-06-28,2025-07-02,Shipped
224,1,TRK00006178,2025-09-30,2025-10-02,Delivered
9093,6,TRK00006179,2024-10-23,2024-10-25,Delivered
19202,7,TRK00006180,2024-09-26,2024-09-28,Delivered
5046,2,TRK00006181,2026-06-20,2026-06-22,In Transit
13038,10,TRK00006182,2026-05-25,2026-06-02,Shipped
11617,7,TRK00006183,2025-08-08,2025-08-16,Delivered
6994,5,TRK00006184,2024-12-08,2024-12-16,Delivered
8199,6,TRK00006185,2026-04-23,2026-04-29,Shipped
16836,2,TRK00006186,2026-04-21,2026-04-28,Shipped
14879,10,TRK00006187,2026-05-30,2026-06-03,Delivered
17072,3,TRK00006188,2026-02-10,2026-02-12,Delivered
6707,4,TRK00006189,2025-12-02,2025-12-09,Delivered
18618,10,TRK00006190,2026-01-07,2026-01-11,Delivered
14154,9,TRK00006191,2025-10-04,2025-10-06,In Transit
5028,9,TRK00006192,2025-09-16,2025-09-22,Delivered
10155,4,TRK00006193,2025-11-27,2025-12-02,Shipped
4976,7,TRK00006194,2024-09-25,2024-10-04,Delivered
18172,1,TRK00006195,2024-07-15,2024-07-18,Shipped
10633,9,TRK00006196,2025-08-27,2025-08-30,Delivered
8612,1,TRK00006197,2026-04-20,2026-04-25,In Transit
14068,4,TRK00006198,2024-09-11,2024-09-17,Returned
16257,2,TRK00006199,2026-05-06,2026-05-07,Shipped
17461,10,TRK00006200,2026-05-06,2026-05-11,Returned
9539,2,TRK00006201,2026-04-15,2026-04-21,Delivered
16998,9,TRK00006202,2025-04-08,2025-04-16,Delivered
15552,1,TRK00006203,2025-04-14,2025-04-16,Delivered
13605,9,TRK00006204,2025-08-26,2025-09-04,Delivered
4918,8,TRK00006205,2025-05-16,2025-05-20,Delivered
17057,2,TRK00006206,2025-01-03,2025-01-05,Delivered
6214,3,TRK00006207,2024-09-08,2024-09-09,Delivered
14325,7,TRK00006208,2026-04-19,2026-04-29,In Transit
19004,7,TRK00006209,2024-09-26,2024-09-30,Delivered
9369,4,TRK00006210,2024-08-31,2024-09-02,Delivered
18074,2,TRK00006211,2026-05-04,2026-05-10,Delivered
437,8,TRK00006212,2025-02-12,2025-02-20,Delivered
18942,4,TRK00006213,2025-07-07,2025-07-16,Delivered
7988,10,TRK00006214,2026-02-06,2026-02-15,Delivered
11570,2,TRK00006215,2026-05-29,2026-06-07,Delivered
6461,5,TRK00006216,2025-08-14,2025-08-15,Delivered
15103,9,TRK00006217,2024-08-15,2024-08-22,Delivered
6445,9,TRK00006218,2025-11-14,2025-11-19,Shipped
9767,10,TRK00006219,2026-02-23,2026-02-25,Delivered
16041,7,TRK00006220,2025-12-18,2025-12-24,In Transit
12625,4,TRK00006221,2024-09-05,2024-09-12,Returned
7573,4,TRK00006222,2026-03-03,2026-03-11,Delivered
9085,3,TRK00006223,2024-09-21,2024-09-26,Delivered
1477,8,TRK00006224,2025-01-01,2025-01-04,Delivered
5335,6,TRK00006225,2026-05-25,2026-06-04,Delivered
13129,4,TRK00006226,2025-03-08,2025-03-11,Delivered
6667,5,TRK00006227,2024-12-01,2024-12-08,Shipped
7993,2,TRK00006228,2026-04-14,2026-04-22,Delivered
17315,6,TRK00006229,2025-05-09,2025-05-16,Shipped
3056,1,TRK00006230,2026-06-18,2026-06-25,Delivered
6248,2,TRK00006231,2025-09-15,2025-09-22,Delivered
15642,7,TRK00006232,2025-07-08,2025-07-16,Delivered
17102,5,TRK00006233,2026-01-02,2026-01-10,Delivered
5037,7,TRK00006234,2026-03-16,2026-03-18,Delivered
3107,2,TRK00006235,2025-10-09,2025-10-12,In Transit
15372,9,TRK00006236,2025-07-07,2025-07-11,Shipped
1148,5,TRK00006237,2025-01-15,2025-01-21,Delivered
14337,8,TRK00006238,2025-06-04,2025-06-11,In Transit
16826,1,TRK00006239,2025-05-09,2025-05-14,Delivered
1165,3,TRK00006240,2024-12-27,2025-01-03,Shipped
13909,7,TRK00006241,2025-03-19,2025-03-25,Delivered
12246,10,TRK00006242,2025-03-01,2025-03-11,Delivered
6561,8,TRK00006243,2025-09-26,2025-10-03,Shipped
11242,3,TRK00006244,2026-02-11,2026-02-13,In Transit
7520,3,TRK00006245,2025-12-01,2025-12-08,In Transit
18513,6,TRK00006246,2026-02-25,2026-03-07,Delivered
10941,7,TRK00006247,2026-01-13,2026-01-18,In Transit
17995,9,TRK00006248,2026-03-31,2026-04-05,Delivered
13462,5,TRK00006249,2025-05-16,2025-05-25,In Transit
19658,8,TRK00006250,2024-11-23,2024-11-24,Delivered
5760,1,TRK00006251,2025-05-09,2025-05-18,Delivered
5293,4,TRK00006252,2026-06-04,2026-06-06,Delivered
18474,3,TRK00006253,2025-05-02,2025-05-08,Delivered
17796,3,TRK00006254,2026-01-24,2026-01-29,In Transit
16328,2,TRK00006255,2025-02-11,2025-02-17,Delivered
15329,3,TRK00006256,2025-01-14,2025-01-17,Shipped
1872,6,TRK00006257,2025-11-22,2025-11-25,Delivered
4657,2,TRK00006258,2024-09-24,2024-10-03,Delivered
10594,2,TRK00006259,2026-06-15,2026-06-21,Delivered
15234,10,TRK00006260,2025-04-28,2025-05-07,Delivered
13896,4,TRK00006261,2026-03-05,2026-03-15,Shipped
9587,5,TRK00006262,2026-02-12,2026-02-17,Delivered
11405,10,TRK00006263,2025-12-29,2026-01-02,Delivered
1759,10,TRK00006264,2026-01-11,2026-01-21,Delivered
9987,2,TRK00006265,2025-04-07,2025-04-09,Delivered
13133,3,TRK00006266,2025-04-18,2025-04-28,Delivered
11979,2,TRK00006267,2024-09-05,2024-09-06,Delivered
8343,5,TRK00006268,2025-02-03,2025-02-05,Delivered
18718,1,TRK00006269,2025-10-15,2025-10-25,Delivered
7161,3,TRK00006270,2024-10-01,2024-10-08,Shipped
8607,1,TRK00006271,2025-03-26,2025-04-03,Delivered
13618,7,TRK00006272,2025-04-18,2025-04-26,Delivered
7381,10,TRK00006273,2025-07-12,2025-07-18,Shipped
9646,9,TRK00006274,2025-08-08,2025-08-10,In Transit
18047,10,TRK00006275,2025-01-18,2025-01-20,Delivered
14406,8,TRK00006276,2025-08-02,2025-08-08,Delivered
15824,1,TRK00006277,2026-04-28,2026-05-01,Delivered
14089,2,TRK00006278,2026-01-09,2026-01-13,Delivered
1319,1,TRK00006279,2025-05-04,2025-05-07,Delivered
17689,7,TRK00006280,2024-11-06,2024-11-09,Shipped
3705,8,TRK00006281,2025-12-18,2025-12-20,In Transit
2801,2,TRK00006282,2024-11-30,2024-12-08,Shipped
12330,7,TRK00006283,2024-12-04,2024-12-05,Returned
16297,1,TRK00006284,2025-12-24,2025-12-31,Shipped
11687,6,TRK00006285,2024-12-16,2024-12-17,Delivered
13545,9,TRK00006286,2026-01-17,2026-01-25,Delivered
13163,2,TRK00006287,2025-12-27,2025-12-31,Delivered
3254,7,TRK00006288,2025-02-23,2025-02-28,Delivered
9210,6,TRK00006289,2026-06-01,2026-06-11,Delivered
17225,10,TRK00006290,2025-01-05,2025-01-08,Shipped
10316,3,TRK00006291,2025-04-15,2025-04-17,Delivered
1778,9,TRK00006292,2025-04-08,2025-04-13,Delivered
13130,4,TRK00006293,2025-08-02,2025-08-04,Delivered
15583,9,TRK00006294,2025-08-16,2025-08-20,Shipped
17249,9,TRK00006295,2024-12-24,2024-12-28,Shipped
1526,4,TRK00006296,2024-12-14,2024-12-16,Delivered
8877,7,TRK00006297,2025-05-18,2025-05-23,In Transit
16393,8,TRK00006298,2025-02-07,2025-02-12,Delivered
17199,3,TRK00006299,2026-02-13,2026-02-14,Delivered
10660,5,TRK00006300,2024-09-10,2024-09-11,Delivered
19828,1,TRK00006301,2025-09-08,2025-09-15,Delivered
