Order_ID,Product_ID,Return_Date,Return_Reason,Refund_Amount,Return_Status
5865,32,2025-02-14,Late delivery,7868.38,Completed
1183,218,2025-03-05,Changed mind,7147.82,Rejected
3363,153,2024-09-12,Damaged product,14601.99,Completed
281,376,2026-05-30,Damaged product,938.15,Completed
2760,269,2024-09-12,Wrong item delivered,13528.15,Approved
15265,282,2025-10-10,Wrong item delivered,22395.53,Completed
17700,45,2025-04-22,Late delivery,23555.94,Approved
19970,32,2025-11-06,Late delivery,8452.33,Completed
16831,310,2025-01-20,Defective item,9027.07,Rejected
17795,218,2026-02-12,Defective item,23894.58,Completed
9442,278,2024-10-21,Changed mind,10694.37,Completed
10512,428,2025-11-16,Late delivery,14559.99,Completed
9589,39,2025-04-20,Wrong item delivered,12269.48,Completed
12897,457,2025-04-06,Product not as described,13808.39,Completed
17341,64,2025-01-05,Wrong item delivered,24078.63,Completed
6707,39,2026-02-16,Quality issue,21256.26,Rejected
18038,281,2025-08-14,Product not as described,1738.94,Completed
17421,374,2026-05-27,Defective item,23315.29,Completed
13894,228,2025-03-30,Late delivery,265.07,Completed
18668,346,2024-09-19,Size mismatch,7385.14,Completed
12056,125,2024-09-28,Product not as described,1899.76,Requested
9228,434,2026-04-09,Damaged product,6461.24,Approved
16578,445,2024-12-17,Size mismatch,5301.37,Completed
16097,489,2025-05-11,Quality issue,1137.75,Rejected
8473,178,2025-12-11,Changed mind,10015.46,Completed
8789,270,2025-11-18,Damaged product,20744.37,Completed
2499,110,2025-10-27,Product not as described,5009.88,Requested
10062,119,2025-06-30,Size mismatch,16046.96,Completed
4454,112,2025-09-07,Size mismatch,17549.12,Completed
16141,429,2025-01-29,Late delivery,4190.2,Completed
2654,384,2025-07-03,Defective item,3775.6,Completed
17606,176,2025-02-21,Size mismatch,9065.02,Completed
9331,160,2025-02-03,Changed mind,6584.03,Completed
4573,129,2025-08-30,Product not as described,3540.98,Rejected
1880,280,2025-09-23,Defective item,9400.82,Completed
2061,132,2025-09-23,Defective item,794.08,Completed
4333,36,2025-06-07,Late delivery,1746.81,Approved
13950,497,2025-11-26,Product not as described,21964.5,Approved
5444,289,2025-04-12,Changed mind,20774.78,Completed
13981,253,2026-04-21,Defective item,1783.05,Rejected
7943,455,2025-01-18,Quality issue,2605.65,Completed
4240,263,2024-11-17,Defective item,13688.7,Rejected
7138,233,2024-12-03,Quality issue,4525.17,Completed
11989,417,2024-11-14,Changed mind,6009.75,Completed
1850,90,2024-09-25,Late delivery,21789.9,Completed
11660,52,2024-07-14,Wrong item delivered,12621.83,Completed
9000,224,2024-11-25,Size mismatch,5186.16,Completed
4855,328,2025-07-10,Size mismatch,2793.78,Completed
11332,25,2025-08-28,Product not as described,758.42,Completed
17436,72,2026-02-03,Damaged product,7045.53,Approved
10825,466,2025-11-28,Late delivery,24943.64,Approved
14525,121,2025-01-12,Size mismatch,22114.58,Completed
2564,241,2025-10-18,Size mismatch,15168.18,Approved
8204,215,2024-10-24,Quality issue,21276.25,Completed
8785,168,2025-01-04,Quality issue,13675.77,Completed
18965,395,2024-11-14,Defective item,9265.47,Completed
10892,498,2025-01-16,Size mismatch,22359.3,Requested
14887,169,2024-08-24,Damaged product,15995.85,Requested
7702,196,2024-07-13,Damaged product,500.87,Completed
11826,141,2026-02-16,Wrong item delivered,20581.19,Completed
5465,340,2026-06-20,Quality issue,23540.42,Rejected
12296,494,2024-11-16,Quality issue,16022.96,Completed
9921,358,2025-11-26,Damaged product,19293.3,Approved
2637,20,2025-07-21,Late delivery,14438.8,Completed
16975,78,2026-02-07,Size mismatch,8996.27,Rejected
2756,372,2024-12-23,Late delivery,3602.02,Completed
16009,49,2026-04-13,Damaged product,15214.79,Completed
9810,203,2024-09-25,Defective item,6534.08,Completed
17101,252,2026-02-03,Damaged product,2533.66,Completed
142,386,2025-02-21,Wrong item delivered,11614.92,Completed
15842,242,2026-05-01,Damaged product,7953.34,Rejected
4030,14,2026-06-23,Quality issue,9853.67,Completed
1019,8,2025-09-30,Quality issue,310.73,Completed
14592,244,2025-02-11,Wrong item delivered,6378.87,Requested
15798,237,2025-12-11,Changed mind,21800.34,Completed
17900,125,2025-03-23,Defective item,17817.9,Rejected
11911,365,2026-02-26,Size mismatch,19353.98,Requested
19988,79,2026-04-10,Product not as described,1058.92,Approved
7642,339,2026-06-27,Late delivery,5494.86,Completed
10303,282,2025-09-01,Changed mind,8818.27,Completed
9235,281,2026-06-09,Late delivery,1159.9,Completed
11083,303,2025-10-13,Product not as described,22334.11,Approved
9077,67,2025-03-25,Quality issue,5621.06,Completed
15090,386,2025-06-27,Product not as described,10228.47,Completed
8271,235,2025-03-24,Size mismatch,2735.63,Completed
5367,462,2025-05-17,Changed mind,18378.54,Completed
19478,271,2026-04-05,Defective item,1137.95,Completed
16479,309,2025-11-02,Quality issue,8284.83,Completed
9477,286,2024-08-24,Late delivery,7154.68,Approved
8806,68,2025-05-17,Late delivery,2426.56,Approved
18220,450,2025-12-22,Late delivery,20416.22,Completed
3430,243,2026-03-23,Damaged product,6542.03,Rejected
19950,177,2026-01-08,Changed mind,8222.11,Completed
15338,416,2025-02-08,Size mismatch,819.95,Completed
15494,400,2026-01-09,Defective item,20703.38,Completed
6392,476,2025-10-08,Product not as described,14879.37,Completed
16731,197,2026-01-19,Defective item,14503.87,Completed
11048,34,2026-07-08,Changed mind,15713.82,Approved
10764,6,2025-08-11,Product not as described,4962.98,Approved
460,394,2025-04-16,Late delivery,11344.78,Rejected
18210,107,2025-03-10,Damaged product,15013.97,Rejected
13747,483,2025-10-06,Size mismatch,21243.55,Completed
18787,404,2025-02-22,Damaged product,6691.73,Completed
4467,361,2025-04-26,Size mismatch,14364.42,Approved
18320,82,2026-03-20,Quality issue,24987.55,Completed
5256,368,2024-07-16,Changed mind,24284.52,Completed
3663,199,2025-08-24,Size mismatch,8249.09,Completed
1320,341,2025-12-27,Defective item,2204.43,Completed
5683,127,2026-04-01,Damaged product,4432.96,Completed
6911,192,2024-07-29,Late delivery,16847.74,Rejected
16648,400,2025-04-20,Size mismatch,11066.86,Approved
18947,280,2024-10-27,Size mismatch,18811.88,Approved
76,13,2025-07-06,Quality issue,21762.55,Completed
4327,51,2024-07-18,Damaged product,19984.33,Completed
14920,404,2025-11-23,Product not as described,6271.25,Completed
6254,210,2026-04-14,Damaged product,3941.87,Completed
16653,236,2026-03-27,Changed mind,10848.21,Completed
282,295,2025-04-08,Quality issue,6724.23,Completed
16675,165,2025-09-13,Damaged product,21408.67,Approved
10985,186,2025-08-11,Damaged product,16334.04,Completed
14471,403,2024-10-18,Defective item,17121.13,Approved
16270,190,2024-08-01,Wrong item delivered,22445.95,Requested
3843,294,2025-06-04,Damaged product,3328.34,Requested
17479,373,2025-05-01,Changed mind,3321.22,Approved
16582,326,2025-05-26,Defective item,12264.73,Completed
18329,401,2024-11-16,Product not as described,11628.65,Completed
11568,55,2026-01-17,Changed mind,10255.59,Approved
7184,432,2026-03-01,Wrong item delivered,17391.99,Completed
14655,145,2025-09-03,Wrong item delivered,8242.18,Completed
10316,229,2025-04-29,Size mismatch,14334.11,Rejected
3383,361,2025-03-28,Product not as described,9765.57,Rejected
16589,481,2025-02-09,Wrong item delivered,22399.75,Requested
12732,41,2026-07-06,Late delivery,883.35,Rejected
17744,300,2025-06-03,Damaged product,270.44,Completed
13687,168,2024-09-02,Size mismatch,13547.31,Approved
19127,231,2024-12-15,Size mismatch,17051.23,Completed
8203,374,2024-11-05,Damaged product,10814.99,Completed
14619,292,2026-04-06,Wrong item delivered,20628.11,Completed
14533,189,2025-05-08,Changed mind,13650.09,Completed
11911,373,2024-08-22,Wrong item delivered,1528.91,Completed
10786,397,2025-02-07,Size mismatch,23009.52,Completed
7883,93,2025-10-15,Defective item,21207.05,Completed
3670,63,2025-12-09,Damaged product,4969.25,Approved
7357,109,2025-03-22,Defective item,8425.2,Requested
11988,28,2025-12-19,Late delivery,13096.67,Rejected
14279,450,2025-07-07,Changed mind,24578.23,Approved
11533,225,2026-02-17,Late delivery,24230.94,Completed
19974,34,2024-10-25,Late delivery,21554.97,Approved
944,63,2025-08-03,Size mismatch,9322.87,Completed
15518,69,2024-11-18,Product not as described,24413.86,Completed
19744,414,2025-09-16,Quality issue,9209.41,Completed
18494,233,2024-08-01,Changed mind,23740.75,Requested
10669,433,2024-10-17,Quality issue,10239.71,Completed
3931,271,2025-03-06,Wrong item delivered,10314.06,Requested
752,242,2026-04-15,Size mismatch,2194.24,Completed
5147,279,2026-06-29,Changed mind,22577.83,Completed
11227,490,2025-09-04,Size mismatch,11479.09,Approved
15831,278,2026-05-02,Size mismatch,24165.07,Completed
13313,27,2024-11-24,Damaged product,5304.15,Completed
8531,166,2026-03-10,Product not as described,8864.63,Completed
6854,164,2025-11-27,Wrong item delivered,8455.51,Rejected
14231,79,2025-05-30,Quality issue,9697.88,Completed
14644,95,2026-01-01,Wrong item delivered,15485.59,Approved
10256,420,2026-01-05,Changed mind,17737.65,Completed
19447,292,2026-03-05,Changed mind,21464.89,Completed
420,391,2025-09-18,Wrong item delivered,4792.36,Completed
17996,244,2026-02-23,Late delivery,21433.07,Rejected
4062,238,2025-01-02,Size mismatch,8773.88,Completed
4795,376,2025-04-04,Late delivery,22710.96,Approved
8186,190,2025-11-26,Late delivery,1785.84,Requested
17054,362,2025-04-26,Late delivery,22009.07,Approved
3001,379,2025-04-09,Defective item,22144.31,Completed
5033,172,2026-04-27,Late delivery,10753.57,Completed
9419,387,2025-11-13,Product not as described,12969.68,Completed
13073,184,2025-01-01,Changed mind,15364.7,Completed
9284,466,2024-10-16,Product not as described,9137.01,Completed
5889,237,2026-06-29,Product not as described,21280.26,Rejected
13582,382,2026-05-10,Wrong item delivered,13363.77,Requested
7654,187,2025-03-03,Late delivery,23778.84,Completed
421,475,2026-03-07,Late delivery,23486.62,Completed
8812,197,2025-01-19,Quality issue,8807.71,Approved
4813,395,2025-03-05,Late delivery,5997.12,Completed
19083,67,2025-03-17,Late delivery,3324.24,Completed
2104,219,2026-06-21,Defective item,3277.31,Rejected
7823,304,2024-08-11,Size mismatch,20905.24,Approved
3283,454,2026-06-07,Changed mind,7402.19,Approved
3302,469,2025-07-10,Late delivery,13406.46,Completed
10844,77,2026-07-05,Changed mind,16148.01,Completed
4489,251,2024-09-03,Product not as described,448.37,Completed
9960,40,2024-09-02,Wrong item delivered,3040.48,Rejected
6489,388,2024-07-23,Wrong item delivered,5913.57,Approved
5985,410,2025-08-25,Size mismatch,7886.95,Rejected
10383,390,2025-10-27,Changed mind,11647.29,Completed
7465,487,2024-09-18,Changed mind,3705.92,Completed
3069,336,2024-09-22,Quality issue,11475.86,Completed
7489,296,2025-03-11,Changed mind,23846.85,Rejected
15743,107,2025-10-02,Product not as described,12875.31,Requested
11245,94,2025-01-09,Defective item,16929.84,Completed
10562,127,2024-11-06,Wrong item delivered,4717.02,Requested
17036,198,2025-04-23,Product not as described,9194.47,Completed
2165,345,2025-07-29,Size mismatch,392.3,Approved
17070,288,2026-04-11,Product not as described,10714.41,Completed
9711,34,2025-07-09,Product not as described,17366.68,Requested
2098,347,2026-03-01,Changed mind,2601.66,Completed
9486,451,2024-12-08,Product not as described,23722.26,Completed
6488,91,2024-11-17,Defective item,13000.51,Completed
7494,179,2025-11-14,Quality issue,2900.5,Approved
16707,267,2024-08-30,Product not as described,20163.09,Completed
3475,354,2024-09-25,Quality issue,19076.54,Approved
6523,155,2024-09-18,Damaged product,21635.58,Completed
7631,355,2025-09-05,Damaged product,2198.79,Requested
8915,462,2025-08-25,Defective item,8027.43,Completed
3704,373,2025-10-17,Defective item,8624.01,Rejected
10365,252,2026-03-17,Damaged product,24715.48,Completed
7664,117,2026-05-09,Damaged product,2672.48,Requested
19276,287,2026-03-05,Size mismatch,2358.38,Completed
18296,95,2025-02-05,Defective item,8766.02,Completed
18473,121,2026-02-06,Product not as described,14955.82,Completed
6787,250,2025-07-06,Wrong item delivered,3526.66,Approved
10265,414,2026-02-25,Changed mind,24846.41,Approved
14525,491,2026-01-01,Wrong item delivered,23799.75,Requested
12522,129,2026-05-27,Defective item,14185.09,Completed
12161,134,2024-10-27,Wrong item delivered,14103.51,Requested
19983,458,2026-01-01,Quality issue,21690.55,Rejected
12606,487,2025-08-03,Size mismatch,18163.17,Completed
17065,430,2025-05-04,Wrong item delivered,23416.2,Rejected
5730,53,2025-07-15,Late delivery,710.3,Rejected
19346,475,2025-10-07,Size mismatch,19873.44,Completed
9521,263,2026-05-14,Late delivery,12580.88,Requested
3187,485,2024-12-01,Defective item,17380.99,Completed
14433,151,2025-07-07,Changed mind,15717.1,Completed
15061,371,2025-07-14,Wrong item delivered,6572.38,Completed
15472,382,2025-10-10,Late delivery,621.38,Completed
12816,485,2025-10-03,Wrong item delivered,24921.14,Completed
11726,33,2025-02-22,Product not as described,7598.76,Completed
12938,188,2026-01-05,Size mismatch,2485.78,Completed
1578,105,2025-03-06,Product not as described,7978.24,Completed
13907,381,2025-09-04,Size mismatch,3990.44,Requested
15462,211,2025-03-30,Quality issue,23601.81,Requested
509,14,2024-07-29,Size mismatch,5824.03,Completed
17254,146,2025-01-15,Late delivery,10984.75,Completed
9020,137,2025-02-15,Late delivery,20689.3,Completed
12342,431,2026-01-06,Product not as described,8172.44,Completed
15089,288,2026-04-03,Changed mind,17092.63,Completed
1876,175,2026-04-10,Wrong item delivered,21781.12,Completed
5532,354,2025-08-28,Quality issue,17730.23,Completed
9065,333,2026-03-17,Damaged product,11796.41,Completed
1622,409,2025-07-30,Late delivery,4915.62,Approved
13611,129,2024-10-01,Wrong item delivered,4425.76,Completed
17637,183,2026-03-30,Quality issue,227.81,Completed
11889,32,2025-11-08,Changed mind,16551.88,Completed
4529,131,2025-12-21,Size mismatch,6349.19,Completed
333,316,2026-05-11,Quality issue,23964.33,Completed
16549,178,2025-05-23,Damaged product,22231.11,Completed
7624,301,2024-12-21,Quality issue,23941.18,Approved
7174,106,2025-11-28,Quality issue,16987.62,Approved
10606,92,2025-05-26,Quality issue,23493.79,Completed
19678,70,2024-10-02,Size mismatch,3118.04,Requested
18640,449,2024-10-21,Late delivery,13844.69,Completed
19044,63,2025-11-17,Late delivery,21665.19,Approved
7051,423,2024-09-20,Wrong item delivered,5912.14,Completed
2459,268,2024-08-23,Wrong item delivered,13688.65,Completed
4782,185,2026-05-30,Product not as described,5520.95,Completed
18471,499,2026-03-07,Size mismatch,12295.35,Completed
5041,466,2025-12-17,Defective item,6398.1,Completed
12426,328,2024-09-17,Wrong item delivered,18285.56,Completed
15501,417,2024-09-23,Wrong item delivered,418.46,Completed
11250,63,2025-08-08,Changed mind,24922.64,Completed
7251,380,2024-12-19,Quality issue,5159.49,Completed
18729,51,2025-04-17,Changed mind,2414.74,Completed
16697,111,2025-11-02,Quality issue,1890.73,Completed
15031,441,2024-08-12,Size mismatch,9755.8,Completed
7991,321,2025-02-07,Defective item,21494.62,Approved
13168,287,2025-03-22,Size mismatch,7615.49,Completed
6713,451,2025-06-30,Defective item,14455.8,Rejected
11560,68,2025-12-01,Damaged product,20744.17,Rejected
18086,122,2024-10-04,Changed mind,22981.05,Completed
8526,372,2025-09-16,Quality issue,4060.05,Completed
11437,387,2025-03-22,Late delivery,11115.72,Completed
11660,431,2025-04-08,Late delivery,24684.88,Completed
2943,378,2026-05-22,Size mismatch,13301.29,Requested
17900,234,2026-06-21,Late delivery,15692.93,Rejected
16261,69,2025-04-11,Changed mind,8357.44,Completed
3296,349,2025-05-10,Changed mind,11823.48,Completed
674,222,2026-01-17,Wrong item delivered,5213.24,Completed
5720,402,2024-08-07,Late delivery,12445.27,Completed
1781,444,2025-09-05,Quality issue,11385.2,Completed
9128,375,2026-01-03,Quality issue,6216.82,Completed
10913,421,2026-01-03,Wrong item delivered,24924.15,Approved
7902,352,2024-10-02,Quality issue,218.18,Completed
15810,475,2026-04-20,Wrong item delivered,23839.6,Rejected
6771,485,2025-06-05,Defective item,9753.02,Completed
9148,159,2025-10-04,Wrong item delivered,9258.67,Completed
4503,189,2024-12-16,Quality issue,19973.52,Rejected
18988,499,2026-04-17,Changed mind,15952.98,Approved
11642,192,2025-01-28,Changed mind,4367.94,Approved
6775,364,2026-01-29,Product not as described,5327.35,Completed
14737,162,2025-06-09,Size mismatch,20017.13,Completed
5513,124,2025-08-02,Defective item,14271.12,Completed
16232,3,2025-01-29,Wrong item delivered,23469.38,Approved
4485,277,2025-10-11,Quality issue,13486.49,Approved
17766,386,2025-12-23,Product not as described,7107.14,Rejected
16947,499,2025-12-31,Wrong item delivered,7034.31,Completed
5762,290,2024-08-26,Wrong item delivered,14231.2,Completed
15828,317,2025-09-07,Damaged product,2779.7,Rejected
2281,31,2026-06-30,Changed mind,1107.71,Completed
5041,260,2025-06-27,Damaged product,3334.29,Completed
8757,294,2024-08-20,Product not as described,14013.55,Completed
9340,62,2025-07-31,Size mismatch,11818.36,Completed
11685,199,2025-10-13,Changed mind,24829.89,Requested
6285,72,2026-02-17,Wrong item delivered,9308.15,Rejected
12608,98,2024-08-27,Defective item,6172.09,Completed
11431,467,2025-12-07,Size mismatch,9457.59,Completed
5593,49,2026-01-20,Quality issue,16971.56,Completed
17129,166,2024-09-13,Changed mind,23222.86,Completed
9241,302,2025-10-16,Wrong item delivered,22979.84,Requested
10718,6,2025-09-23,Defective item,18440.4,Rejected
9828,235,2024-11-29,Size mismatch,12174.59,Completed
1701,170,2025-02-13,Size mismatch,6845.87,Approved
9949,122,2025-05-06,Defective item,6149.81,Completed
18662,357,2025-08-16,Product not as described,8471.37,Completed
19702,112,2025-09-09,Changed mind,19465.55,Requested
8907,18,2025-07-24,Product not as described,142.82,Approved
18681,153,2024-09-25,Wrong item delivered,8116.39,Approved
8063,216,2024-09-16,Damaged product,8679.87,Completed
6030,487,2025-03-08,Size mismatch,22546.47,Rejected
15722,5,2025-04-22,Late delivery,10376.45,Requested
3241,495,2025-10-01,Damaged product,18743.59,Rejected
8379,74,2026-01-20,Late delivery,1786.92,Completed
3744,154,2026-06-17,Product not as described,16866.23,Requested
19275,64,2025-12-25,Wrong item delivered,2016.16,Rejected
12966,21,2024-12-29,Changed mind,5523.46,Approved
19816,331,2025-11-23,Late delivery,24021.12,Completed
4330,481,2026-06-11,Damaged product,2211.11,Completed
1794,178,2024-08-22,Wrong item delivered,1497.34,Completed
15941,500,2025-04-22,Damaged product,14499.96,Completed
8702,29,2026-05-08,Quality issue,21660.45,Completed
2087,204,2025-08-24,Late delivery,1503.87,Requested
14235,7,2026-07-02,Wrong item delivered,11879.79,Approved
7753,356,2025-11-23,Defective item,21667.74,Approved
2229,112,2024-10-24,Wrong item delivered,20485.78,Rejected
11771,71,2024-12-06,Product not as described,2840.57,Completed
17071,239,2026-04-27,Late delivery,20829.93,Approved
964,175,2026-01-10,Quality issue,15964.07,Completed
10912,258,2026-05-07,Quality issue,21543.27,Approved
8711,117,2025-02-08,Quality issue,8158.62,Approved
8144,309,2024-11-12,Wrong item delivered,9258.01,Requested
5771,331,2025-04-30,Defective item,18539.22,Completed
18633,107,2025-02-03,Wrong item delivered,21687.41,Completed
19894,82,2025-02-27,Defective item,5957.33,Requested
11517,69,2025-10-12,Changed mind,5300.33,Requested
11043,369,2026-05-03,Late delivery,12213.12,Completed
8737,44,2025-02-18,Late delivery,15726.01,Completed
10065,86,2025-02-11,Defective item,9509.76,Completed
12775,144,2025-04-29,Damaged product,24315.28,Completed
13834,152,2026-04-26,Damaged product,4197.2,Completed
15854,437,2026-01-05,Size mismatch,8922.68,Completed
6899,416,2025-03-27,Product not as described,17420.73,Completed
8522,427,2026-01-02,Late delivery,7433.86,Completed
11980,160,2024-08-22,Quality issue,12463.23,Completed
14418,43,2025-12-03,Damaged product,9417.83,Completed
12608,104,2025-06-25,Late delivery,22138.57,Approved
12710,202,2025-11-12,Damaged product,21406.51,Requested
11258,235,2025-01-31,Product not as described,2572.44,Completed
16107,411,2025-08-01,Late delivery,18786.02,Completed
5913,486,2026-02-09,Defective item,14905.77,Rejected
9389,309,2025-07-31,Quality issue,15121.62,Completed
7628,316,2025-05-07,Damaged product,16845.79,Approved
19817,258,2025-06-30,Size mismatch,9833.64,Completed
3242,219,2026-04-02,Damaged product,2624.04,Completed
8626,89,2025-09-09,Size mismatch,20946.66,Approved
15718,178,2025-03-18,Product not as described,17959.82,Completed
10645,158,2025-06-14,Wrong item delivered,3758.31,Completed
14499,59,2026-05-25,Damaged product,13339.01,Approved
14573,86,2025-09-21,Late delivery,4840.06,Completed
8421,475,2026-07-03,Wrong item delivered,14852.79,Completed
3361,77,2025-11-08,Defective item,8379.53,Completed
13629,135,2025-04-16,Late delivery,5087.75,Rejected
3606,353,2025-02-03,Damaged product,9699.87,Approved
16725,4,2025-08-24,Defective item,23033.8,Completed
11324,272,2025-10-12,Product not as described,11513.74,Completed
13653,145,2025-09-27,Late delivery,4337.49,Completed
10419,312,2024-10-13,Changed mind,3513.02,Approved
12647,313,2024-07-14,Changed mind,11595.09,Completed
5931,432,2025-10-11,Changed mind,2322.97,Completed
14263,198,2026-02-10,Damaged product,15317.21,Completed
14540,255,2026-01-10,Wrong item delivered,5184.33,Approved
5948,160,2025-11-03,Quality issue,16196.41,Completed
3586,234,2025-08-24,Size mismatch,8224.27,Completed
3835,152,2025-11-07,Product not as described,4234.32,Approved
6065,308,2024-07-12,Changed mind,7594,Completed
11579,172,2025-03-08,Damaged product,15005.23,Completed
2419,457,2025-11-17,Wrong item delivered,5442.92,Rejected
10093,292,2024-12-25,Late delivery,4185.6,Completed
13469,83,2025-11-13,Late delivery,3264.69,Completed
10343,145,2026-06-28,Size mismatch,21268.62,Completed
8202,468,2025-09-13,Damaged product,10277.86,Completed
2918,412,2026-06-04,Defective item,7432.15,Completed
10468,198,2026-02-01,Defective item,3850.81,Completed
3485,342,2024-10-30,Size mismatch,6874.15,Completed
4588,266,2024-12-21,Late delivery,3833.91,Completed
13772,238,2024-07-26,Changed mind,10840.22,Completed
12467,96,2025-09-18,Product not as described,2437.01,Completed
2023,278,2025-07-12,Defective item,2044.83,Completed
8810,304,2025-03-26,Defective item,11086.15,Completed
5873,334,2025-02-05,Damaged product,13443.42,Completed
15601,313,2025-08-22,Wrong item delivered,16444.52,Approved
4043,428,2026-01-20,Changed mind,5233.91,Completed
16622,57,2025-12-18,Defective item,18022.24,Approved
18318,452,2025-10-08,Defective item,11610.15,Approved
1873,264,2025-06-08,Changed mind,22661.71,Completed
14163,218,2025-12-21,Defective item,4853.03,Completed
9250,450,2025-06-02,Changed mind,17197.62,Approved
12272,241,2025-04-02,Size mismatch,9888.07,Completed
1492,47,2026-03-28,Wrong item delivered,11102.16,Completed
17702,148,2025-12-29,Damaged product,15785.98,Completed
17381,178,2026-06-03,Product not as described,18692.74,Completed
15576,335,2024-07-23,Product not as described,24502.83,Rejected
13669,416,2024-07-18,Product not as described,21210.3,Requested
16872,381,2025-07-24,Size mismatch,11007.59,Approved
7340,250,2025-02-23,Late delivery,19749.95,Requested
2522,293,2025-05-17,Quality issue,15439.49,Approved
3589,116,2025-03-03,Defective item,20620.39,Completed
13699,355,2025-10-05,Product not as described,20433.55,Requested
4453,352,2024-08-17,Wrong item delivered,21838.89,Completed
2825,179,2025-04-08,Changed mind,24074.55,Approved
15776,155,2024-08-13,Product not as described,4500.83,Completed
17594,205,2025-06-06,Product not as described,4468.14,Completed
19863,11,2025-12-21,Defective item,18188.98,Approved
5830,39,2025-08-05,Damaged product,20653.81,Completed
17824,71,2024-08-12,Late delivery,12511.95,Approved
9941,424,2025-10-16,Damaged product,6346.87,Completed
2328,96,2026-02-12,Product not as described,11676.22,Rejected
8428,189,2025-12-21,Changed mind,17066.34,Requested
10194,49,2025-02-06,Size mismatch,18468.71,Completed
11647,385,2024-07-29,Product not as described,1134.83,Completed
15805,499,2025-06-01,Changed mind,18787.8,Requested
2845,452,2025-05-14,Size mismatch,19368.27,Rejected
9044,59,2025-03-08,Product not as described,4618.47,Completed
14368,103,2024-08-19,Quality issue,1279.15,Completed
18849,196,2025-02-10,Defective item,9557.92,Completed
1878,135,2025-01-23,Wrong item delivered,20516.7,Requested
14865,253,2025-09-21,Changed mind,24023.68,Completed
12699,489,2025-05-12,Late delivery,9309.64,Completed
15565,321,2024-10-08,Defective item,7223.64,Completed
14448,479,2026-04-12,Size mismatch,7947.49,Approved
5715,307,2025-11-16,Late delivery,8768.01,Completed
15480,235,2025-02-20,Defective item,7200.12,Completed
472,462,2026-02-15,Defective item,2753.03,Completed
16737,295,2025-07-15,Size mismatch,7991.69,Completed
19739,480,2025-07-15,Product not as described,15954.26,Completed
12634,364,2025-11-05,Quality issue,20213.61,Approved
10976,292,2025-01-05,Damaged product,14153.86,Approved
12084,339,2025-01-12,Wrong item delivered,3924.07,Requested
6142,395,2025-03-16,Late delivery,8534.99,Completed
11094,45,2025-10-06,Damaged product,14356.72,Completed
18408,494,2026-06-13,Quality issue,14061.05,Completed
1160,408,2025-07-30,Defective item,1444.18,Rejected
3235,67,2024-11-28,Wrong item delivered,9854.45,Completed
18584,392,2025-09-13,Defective item,19958.73,Completed
4621,30,2025-09-17,Quality issue,22870.42,Completed
2609,402,2025-03-06,Defective item,16957.28,Approved
19396,349,2025-08-21,Product not as described,16629.85,Completed
17855,352,2026-01-22,Late delivery,19374.62,Completed
13633,398,2024-11-06,Changed mind,7536.62,Requested
15106,412,2025-08-21,Late delivery,131.4,Completed
9058,407,2026-05-31,Changed mind,21032.72,Completed
1210,4,2024-11-13,Late delivery,584.26,Completed
10718,396,2024-11-16,Late delivery,6614.6,Approved
15511,296,2026-05-24,Size mismatch,13412.4,Requested
4293,69,2024-10-13,Product not as described,24220,Completed
4049,454,2025-07-18,Product not as described,15617.18,Completed
8824,274,2025-06-07,Defective item,4855.32,Approved
15197,371,2025-11-09,Changed mind,21284.82,Completed
14160,34,2025-09-03,Defective item,23168.01,Rejected
16683,150,2025-05-31,Late delivery,4815.5,Completed
15353,357,2025-06-22,Defective item,9941.15,Completed
13440,323,2026-02-15,Product not as described,18720.33,Completed
10025,408,2025-07-29,Product not as described,17290.14,Requested
7666,141,2025-05-02,Damaged product,21492.78,Completed
16379,318,2024-11-07,Size mismatch,15572.12,Approved
19708,53,2026-01-27,Wrong item delivered,6294.22,Completed
1072,71,2025-11-16,Defective item,10608.37,Approved
12073,275,2026-01-12,Product not as described,22179.97,Completed
13053,372,2024-11-29,Damaged product,4810.92,Completed
772,324,2024-11-13,Defective item,17832.49,Requested
4220,81,2024-07-16,Wrong item delivered,19993.99,Completed
11638,280,2026-03-27,Wrong item delivered,2414.48,Rejected
14989,334,2025-06-30,Quality issue,11825.49,Completed
4364,94,2024-10-08,Damaged product,21415.22,Approved
7372,64,2025-09-11,Product not as described,1575.33,Completed
26,72,2025-10-29,Product not as described,22220.71,Approved
8360,211,2024-08-27,Product not as described,19246.11,Rejected
19736,200,2026-05-20,Late delivery,13093.18,Completed
8970,277,2024-11-22,Quality issue,9611.88,Completed
7448,380,2025-09-01,Changed mind,12574.28,Approved
11771,380,2024-08-07,Wrong item delivered,18214.99,Rejected
4453,469,2025-09-28,Late delivery,9423.21,Completed
13522,246,2025-10-20,Product not as described,9221.37,Completed
19934,428,2025-05-07,Changed mind,21340.7,Completed
9912,410,2025-01-24,Damaged product,155.17,Approved
5196,142,2026-06-07,Changed mind,10960.27,Completed
92,69,2026-02-21,Product not as described,14512.88,Completed
14699,194,2025-01-23,Quality issue,17868.94,Completed
14429,491,2024-09-28,Size mismatch,16863.84,Rejected
13918,274,2025-05-23,Late delivery,3713.45,Completed
797,50,2025-02-12,Product not as described,24839.16,Approved
8162,182,2025-09-10,Changed mind,22243.16,Completed
16567,422,2026-04-16,Size mismatch,21495.23,Completed
