Product_Code,Product_Name,Category_ID,Supplier_ID,Brand,Cost_Price,Selling_Price,Profit_Margin,Product_Status,Launch_Date,Warranty_Months
PROD00280,Repellendus Bag,19,3,Boat,32323.25,39870.73,23.35,Available,2024-10-02,18
PROD00281,Harum Bag,12,2,Philips,47529.88,56123.28,18.08,Available,2021-10-19,24
PROD00282,Quae Shirt,15,5,LG,28096.79,36424.68,29.64,Out of Stock,2026-05-08,12
PROD00283,Ut Bag,12,4,Nike,20479.66,24489.58,19.58,Discontinued,2023-07-29,6
PROD00284,Doloribus Phone,6,3,Nike,21845.04,24145.32,10.53,Available,2024-07-20,36
PROD00285,Eum Shirt,12,3,Apple,45173.28,51949.27,15,Available,2022-08-16,18
PROD00286,Quasi Speaker,5,3,Apple,27194.74,33813.94,24.34,Available,2023-11-15,18
PROD00287,Ex Laptop,12,2,Apple,24316.16,32902.2,35.31,Available,2022-07-20,12
PROD00288,Inventore Headphones,3,9,HP,29651.19,35729.68,20.5,Discontinued,2025-12-16,18
PROD00289,Omnis TV,2,10,OnePlus,8363.03,9298.02,11.18,Available,2024-04-21,6
PROD00290,Sequi TV,18,1,Philips,29176.87,37644,29.02,Available,2025-11-05,12
PROD00291,Non Speaker,14,1,Boat,5306.49,5860.49,10.44,Available,2024-09-11,36
PROD00292,Delectus Phone,14,1,OnePlus,3896.85,4960.69,27.3,Available,2022-07-22,18
PROD00293,Alias Watch,8,2,Samsung,24789.89,29581.78,19.33,Available,2026-02-28,12
PROD00294,Doloribus Speaker,16,5,Philips,41688.11,46869.94,12.43,Discontinued,2021-08-17,6
PROD00295,Ducimus Headphones,9,8,LG,23532.7,26813.16,13.94,Available,2022-01-10,36
PROD00296,Exercitationem Bag,3,8,Boat,31019.95,41210,32.85,Out of Stock,2026-06-17,18
PROD00297,Pariatur Headphones,17,10,Philips,6944.92,7986.66,15,Available,2021-11-04,12
PROD00298,Illum Shoes,9,3,Adidas,16369.31,22666.58,38.47,Out of Stock,2021-12-05,24
PROD00299,Exercitationem Speaker,12,2,OnePlus,28587.21,36145.67,26.44,Available,2025-05-01,36
PROD00300,Nulla Speaker,3,2,Adidas,30785.45,37244.24,20.98,Available,2023-10-03,18
PROD00301,Sequi Laptop,11,9,Philips,15655.87,20506.06,30.98,Available,2022-07-27,18
PROD00302,Qui Speaker,6,1,Adidas,33166.13,41026.5,23.7,Out of Stock,2022-10-31,18
PROD00303,Placeat Laptop,18,3,Mi,3427.75,4239.78,23.69,Available,2025-11-21,36
PROD00304,Facilis Shoes,12,6,Adidas,13655.37,17668.68,29.39,Available,2022-05-28,12
PROD00305,Magni Watch,4,6,Apple,21398.68,26628.52,24.44,Available,2023-06-20,12
PROD00306,Enim TV,12,3,HP,3019.26,3563.03,18.01,Out of Stock,2026-07-11,24
PROD00307,Sapiente Phone,16,3,Samsung,17095.46,20232.48,18.35,Available,2023-11-04,12
PROD00308,Ea Laptop,12,7,Lenovo,47413.72,54051.64,14,Available,2022-03-17,24
PROD00309,Soluta Shirt,4,4,Boat,19643.34,23053.42,17.36,Available,2024-12-23,18
PROD00310,Odio Speaker,12,6,HP,9779.47,11883.03,21.51,Out of Stock,2024-06-19,6
PROD00311,Libero Bag,11,10,Philips,8876.35,11820.64,33.17,Available,2024-10-13,12
PROD00312,Dicta Watch,4,5,HP,23577.19,26380.52,11.89,Available,2024-12-25,36
PROD00313,Quod Headphones,3,6,Sony,22302.97,30867.31,38.4,Available,2026-02-01,18
PROD00314,A Headphones,8,7,HP,11011.3,13634.19,23.82,Available,2021-12-12,18
PROD00315,Porro Headphones,7,4,Boat,43283.6,49057.63,13.34,Available,2024-04-23,36
PROD00316,Aperiam TV,10,7,Puma,9549.1,12923.75,35.34,Available,2026-07-03,18
PROD00317,Alias TV,14,4,OnePlus,7784.49,9996.84,28.42,Available,2025-12-20,6
PROD00318,Temporibus Phone,8,10,OnePlus,18649.15,20575.61,10.33,Available,2023-11-04,6
PROD00319,Hic Speaker,11,3,Dell,27215.13,35831.44,31.66,Out of Stock,2024-07-22,12
PROD00320,Porro Bag,11,7,Philips,22436.25,24787.57,10.48,Available,2026-05-01,6
PROD00321,Facere TV,12,5,Apple,14369.29,16734.48,16.46,Available,2023-07-02,18
PROD00322,Ipsum Shirt,5,3,Dell,7155,8560.24,19.64,Available,2024-06-29,24
PROD00323,Omnis Headphones,20,3,HP,9218.34,10880.41,18.03,Available,2023-06-12,6
PROD00324,Pariatur Keyboard,4,10,Mi,15637.89,20593.54,31.69,Available,2022-11-16,24
PROD00325,Corrupti Shirt,3,2,Nike,33895.79,39275.05,15.87,Out of Stock,2024-06-13,18
PROD00326,Possimus Shoes,15,8,Puma,47951.11,58006.46,20.97,Available,2026-06-13,18
PROD00327,Consequatur Shirt,5,5,Philips,1797.61,2239.82,24.6,Available,2023-05-31,6
PROD00328,Consequuntur Bag,6,5,Adidas,37476.61,45983.8,22.7,Available,2026-01-18,6
PROD00329,Ratione Bag,17,7,HP,47888.19,54879.87,14.6,Available,2022-11-19,12
PROD00330,Unde Headphones,7,5,Adidas,21860.28,27987.72,28.03,Out of Stock,2022-04-04,36
PROD00331,Magnam Watch,18,2,Puma,12277.71,16043.28,30.67,Out of Stock,2024-07-30,6
PROD00332,Consequatur Watch,17,5,Lenovo,23963.08,33188.87,38.5,Available,2024-06-18,6
PROD00333,Incidunt Keyboard,11,1,Samsung,28818.04,36889.97,28.01,Available,2024-05-02,6
PROD00334,Dolor Speaker,14,9,LG,38604.56,52189.5,35.19,Available,2022-06-05,6
PROD00335,Vitae Bag,13,9,Apple,13375.09,15042.96,12.47,Available,2024-02-08,36
PROD00336,Voluptas Laptop,9,5,Boat,33004.13,36492.67,10.57,Available,2026-04-03,24
PROD00337,Eius Headphones,16,2,Philips,30329.59,41305.87,36.19,Available,2024-06-05,18
PROD00338,Suscipit Shoes,11,3,Samsung,24538.47,27512.53,12.12,Available,2023-06-13,6
PROD00339,At Shoes,16,5,Philips,32658.71,39242.71,20.16,Available,2021-10-07,24
PROD00340,Quae Keyboard,18,10,Puma,13199.89,16601.5,25.77,Available,2022-08-08,24
PROD00341,In Phone,17,4,Nike,48221.29,61096.37,26.7,Available,2023-01-07,12
PROD00342,Odio Keyboard,8,5,Mi,30134.15,37363.33,23.99,Out of Stock,2026-07-11,36
PROD00343,Quibusdam TV,20,7,Apple,2061.52,2675.03,29.76,Available,2024-04-21,12
PROD00344,Modi Watch,10,2,Tata,42335.76,48868.17,15.43,Available,2023-01-10,24
PROD00345,Sapiente Laptop,8,6,Dell,23644.88,31915.86,34.98,Available,2022-07-12,36
PROD00346,Quisquam Watch,5,1,Apple,31838.94,41728.11,31.06,Available,2024-03-01,36
PROD00347,Omnis Shoes,15,5,Nike,43901.29,50337.22,14.66,Available,2022-01-11,12
PROD00348,Nam Speaker,12,9,Boat,43311.96,48136.91,11.14,Available,2024-01-19,12
PROD00349,Unde Watch,18,3,Puma,12288.54,14797.86,20.42,Available,2022-12-15,6
PROD00350,Odit Bag,2,4,Lenovo,9988.02,13196.17,32.12,Available,2025-01-04,18
PROD00351,Natus Bag,3,8,Mi,6635.35,7578.9,14.22,Available,2023-10-09,18
PROD00352,Consectetur Speaker,3,9,Philips,32901.1,45551.57,38.45,Available,2023-02-22,12
PROD00353,Iusto Laptop,18,9,Apple,43214.38,52855.51,22.31,Available,2023-08-31,24
PROD00354,Maiores Bag,2,9,Dell,28067.95,35601.39,26.84,Available,2021-11-16,36
PROD00355,A Shoes,11,10,Puma,847.24,1147.84,35.48,Available,2023-08-22,18
PROD00356,Necessitatibus Shoes,2,8,Nike,42075.36,57958.81,37.75,Discontinued,2024-03-23,18
PROD00357,Minima Speaker,2,7,HP,30589.29,39441.83,28.94,Available,2025-10-08,24
PROD00358,Minima Speaker,2,1,OnePlus,14339.04,20048.85,39.82,Available,2025-04-01,24
PROD00359,Dolores Bag,18,10,Puma,47451.05,56632.83,19.35,Out of Stock,2023-04-18,6
PROD00360,Hic TV,10,2,Dell,7754.52,9402.36,21.25,Available,2026-01-27,6
PROD00361,Voluptate Shoes,14,8,Nike,15432.82,18678.34,21.03,Out of Stock,2025-03-24,6
PROD00362,Minima Headphones,3,5,HP,5306.62,6166.29,16.2,Available,2024-09-18,18
PROD00363,Quisquam Shoes,4,2,LG,6777.78,7669.06,13.15,Available,2025-10-22,6
PROD00364,Minus Laptop,20,10,Philips,45328.59,59471.11,31.2,Available,2025-08-01,18
PROD00365,Quam Phone,17,7,Philips,23975.28,26734.83,11.51,Available,2025-12-26,36
PROD00366,Dolorem Speaker,19,9,LG,43795.9,49493.75,13.01,Available,2022-11-22,6
PROD00367,Consectetur TV,16,8,Puma,10306.78,11510.61,11.68,Out of Stock,2023-12-17,24
PROD00368,Quam TV,16,4,Dell,31572.52,38338.51,21.43,Available,2023-06-13,24
PROD00369,Ea Watch,17,2,Philips,49703.18,56502.58,13.68,Available,2024-05-28,12
PROD00370,Commodi Shoes,11,8,Samsung,20738.91,23557.33,13.59,Available,2022-07-07,24
PROD00371,Deleniti Shoes,1,3,Dell,15547.52,20311.28,30.64,Available,2024-09-10,36
PROD00372,Minus Shirt,18,4,Lenovo,32943.83,37625.15,14.21,Available,2024-10-19,12
PROD00373,Fugit Laptop,7,1,Adidas,441.42,539.99,22.33,Available,2021-09-23,18
PROD00374,Culpa Headphones,6,2,Lenovo,10757.64,14720.75,36.84,Available,2025-11-19,24
PROD00375,Ipsam Laptop,19,10,Dell,48207.98,61204.85,26.96,Out of Stock,2023-10-19,36
PROD00376,Omnis Phone,14,10,Nike,28924.14,36652.67,26.72,Available,2023-01-16,6
PROD00377,Harum Laptop,12,5,Sony,18332.74,22191.78,21.05,Available,2026-02-08,6
PROD00378,Accusamus Laptop,20,8,Apple,22800.97,30617.14,34.28,Available,2025-10-31,12
PROD00379,Reiciendis Phone,6,1,OnePlus,12184.06,16227.95,33.19,Available,2023-09-14,12
PROD00380,Numquam Headphones,10,2,OnePlus,10882.31,14897.88,36.9,Available,2022-05-26,12
PROD00381,Eveniet Keyboard,20,5,Puma,16715.75,21730.48,30,Out of Stock,2026-01-09,6
PROD00382,Laudantium Headphones,4,5,Apple,3859.27,4317.75,11.88,Available,2024-10-11,12
PROD00383,Itaque Shoes,3,4,HP,8125.75,9958.11,22.55,Available,2022-07-04,36
PROD00384,Esse TV,13,5,Boat,22598.37,26286.42,16.32,Out of Stock,2023-06-25,12
PROD00385,Esse Laptop,10,10,Philips,16200.2,19532.58,20.57,Available,2022-01-27,24
PROD00386,Doloremque TV,11,3,Lenovo,10282.02,12559.49,22.15,Available,2024-12-07,12
PROD00387,Dignissimos Phone,13,7,Philips,6030.08,6954.49,15.33,Available,2025-12-15,12
PROD00388,Pariatur Shirt,19,10,HP,47923.05,56726.51,18.37,Available,2023-09-24,24
PROD00389,Voluptatibus Laptop,19,7,Puma,48892.08,59442.99,21.58,Available,2025-03-12,18
PROD00390,Tenetur Laptop,6,2,Apple,13308.32,15227.38,14.42,Available,2021-11-28,18
PROD00391,Nisi Phone,3,9,Apple,25824.13,33519.72,29.8,Available,2024-05-15,24
PROD00392,Eius Speaker,12,2,Samsung,6355.41,7683.69,20.9,Available,2022-08-03,36
PROD00393,Velit Laptop,18,10,Samsung,40211.57,45016.85,11.95,Available,2025-10-14,24
PROD00394,Officiis Shirt,6,9,Apple,19551.12,22685.16,16.03,Out of Stock,2024-10-31,24
PROD00395,Beatae Phone,13,7,Adidas,6870.26,8464.16,23.2,Available,2024-05-25,12
PROD00396,Facere Laptop,10,8,Nike,45986.6,59975.72,30.42,Available,2025-11-14,12
PROD00397,Qui Keyboard,7,10,LG,9102.87,10447.36,14.77,Available,2025-08-05,12
PROD00398,Unde Bag,14,2,Samsung,46719.1,53353.21,14.2,Available,2025-12-09,12
PROD00399,Ipsa Bag,13,10,Dell,3426.38,3853.31,12.46,Available,2023-04-29,36
PROD00400,Delectus Shirt,20,4,Philips,2831.67,3563.94,25.86,Available,2024-05-14,12
PROD00401,Similique TV,9,3,HP,31514.12,35283.21,11.96,Available,2025-08-30,36
PROD00402,Debitis Phone,13,6,HP,1584.47,2196.55,38.63,Available,2024-10-24,18
PROD00403,Sequi Shoes,4,5,Adidas,27790.76,36197.46,30.25,Available,2026-01-20,36
PROD00404,Iste Headphones,2,4,Puma,20357.72,26764.29,31.47,Available,2025-05-11,24
PROD00405,Omnis Shoes,4,5,Tata,19423.79,23219.2,19.54,Available,2026-02-03,24
PROD00406,Unde Shirt,1,1,Philips,1412.76,1895.5,34.17,Available,2024-04-13,24
PROD00407,Vero Shoes,14,9,Adidas,49729.03,64662.66,30.03,Available,2024-09-19,36
PROD00408,Sequi Phone,17,3,LG,21634.9,29300.15,35.43,Available,2025-09-23,12
PROD00409,Culpa Laptop,1,1,Dell,32965.75,38560.04,16.97,Out of Stock,2025-12-24,12
PROD00410,Necessitatibus Phone,7,9,Boat,3093.08,3650.14,18.01,Available,2025-11-16,36
PROD00411,Nihil TV,10,10,OnePlus,32594.61,40091.37,23,Out of Stock,2023-06-19,36
PROD00412,Non Keyboard,14,4,Samsung,35822.23,42581.88,18.87,Out of Stock,2022-10-20,12
PROD00413,Ducimus Shoes,3,7,Boat,26428.66,32364.54,22.46,Available,2025-06-03,18
PROD00414,Odio Keyboard,15,2,OnePlus,47766.49,65841.33,37.84,Available,2025-08-06,12
PROD00415,Enim Shoes,12,10,Mi,29784.55,32768.96,10.02,Available,2025-05-07,12
PROD00416,Quis Bag,18,4,Philips,21911.06,30384.07,38.67,Available,2022-04-17,18
PROD00417,Facilis Watch,18,1,OnePlus,43885.55,60886.81,38.74,Available,2022-05-01,6
PROD00418,Officia Headphones,10,10,Adidas,10941.96,12288.92,12.31,Available,2026-05-12,18
PROD00419,Corrupti Laptop,7,5,Dell,42991.79,59225.49,37.76,Available,2026-03-03,12
PROD00420,Molestias Keyboard,4,3,Dell,47417.86,60178.01,26.91,Out of Stock,2024-12-07,6
PROD00421,Officiis Laptop,13,1,Lenovo,11984.17,14436.13,20.46,Available,2025-04-11,6
PROD00422,Ex TV,5,10,OnePlus,36513.76,40544.88,11.04,Available,2023-05-01,18
PROD00423,Quidem Headphones,10,10,Tata,2198.91,3012.95,37.02,Available,2023-01-16,18
PROD00424,Accusantium Shoes,14,4,LG,30207.55,37696,24.79,Available,2024-09-16,12
PROD00425,Dolorum Keyboard,11,8,Adidas,43043.38,54411.14,26.41,Available,2025-01-13,24
PROD00426,Est Bag,13,6,Samsung,45593.78,50440.4,10.63,Available,2022-09-01,36
PROD00427,Voluptates Watch,11,6,Adidas,2158.49,2780.35,28.81,Available,2026-03-24,18
PROD00428,Earum Watch,14,6,Apple,31435.49,39907.35,26.95,Available,2022-12-15,12
PROD00429,Repellat TV,14,9,Sony,14604.59,17957.8,22.96,Available,2026-05-01,36
PROD00430,Sed Phone,18,10,Apple,30876.16,35235.87,14.12,Out of Stock,2025-02-03,6
PROD00431,Voluptatem Speaker,16,5,Dell,43250.43,55395.15,28.08,Available,2025-04-15,36
PROD00432,Placeat TV,12,8,OnePlus,21178.48,25587.84,20.82,Available,2024-02-07,6
PROD00433,Molestias Bag,10,8,Apple,20463.38,28137.15,37.5,Available,2024-08-27,6
PROD00434,In Bag,1,6,Sony,48455.23,57952.46,19.6,Available,2023-04-26,36
PROD00435,Hic Keyboard,9,10,Samsung,8758.01,9704.75,10.81,Available,2023-05-01,6
PROD00436,Ab Laptop,2,5,Samsung,39456.23,49237.43,24.79,Available,2021-08-19,18
PROD00437,Ratione Watch,4,2,Boat,44261.12,60022.5,35.61,Out of Stock,2022-10-28,12
PROD00438,Soluta Laptop,1,8,LG,27751.4,35679.97,28.57,Available,2023-11-22,12
PROD00439,Perferendis Laptop,9,8,Tata,25730.33,28565.81,11.02,Available,2025-12-07,36
PROD00440,Accusamus Watch,10,3,Apple,17927.68,20294.13,13.2,Available,2025-03-27,6
PROD00441,Nam Laptop,3,9,Adidas,5442.33,6443.17,18.39,Available,2025-07-29,36
PROD00442,Optio Speaker,10,5,Apple,15095.47,17563.58,16.35,Available,2025-09-15,18
PROD00443,Mollitia Headphones,19,6,Tata,4543.27,5017.59,10.44,Available,2024-04-19,18
PROD00444,Omnis Bag,8,9,Adidas,39380.79,45488.75,15.51,Available,2022-04-18,12
PROD00445,Voluptates Phone,8,2,Puma,31162.32,40676.18,30.53,Out of Stock,2023-03-22,6
PROD00446,Quidem Watch,5,5,Tata,3986.9,5558.54,39.42,Available,2024-05-03,36
PROD00447,Perspiciatis Shoes,4,1,LG,4249.37,5534.38,30.24,Available,2026-01-27,36
PROD00448,Modi Keyboard,11,9,Boat,8649.59,11229.76,29.83,Available,2022-04-23,36
PROD00449,Aut Headphones,6,5,Dell,20731,27520.4,32.75,Available,2021-09-22,12
PROD00450,Consequuntur Headphones,2,6,Samsung,8691.42,11750.8,35.2,Available,2023-09-30,12
PROD00451,Fugit Bag,8,8,OnePlus,16185.29,21510.25,32.9,Available,2024-05-24,6
PROD00452,Similique Shirt,17,4,Sony,20852.99,23027.96,10.43,Available,2022-11-25,24
PROD00453,Minus Watch,15,3,Apple,22565.44,25101.8,11.24,Discontinued,2024-10-07,36
PROD00454,Nesciunt Speaker,11,8,Boat,47063.09,59737.18,26.93,Available,2024-03-07,18
PROD00455,In Watch,7,6,Dell,31946.64,38674.6,21.06,Available,2022-04-05,6
PROD00456,Dignissimos Watch,11,6,HP,14231.19,17616.79,23.79,Available,2026-06-11,18
PROD00457,Quis Speaker,17,1,Nike,24984.51,27932.68,11.8,Available,2024-12-13,24
PROD00458,Consequuntur Headphones,10,6,Samsung,41339.51,57255.22,38.5,Available,2022-04-21,18
PROD00459,Quae Bag,18,1,OnePlus,2685.75,3091.84,15.12,Available,2023-01-25,6
PROD00460,Nihil Bag,2,6,OnePlus,11625.58,13504.27,16.16,Available,2024-09-13,18
PROD00461,Ipsum Phone,13,8,Boat,27450.14,30826.51,12.3,Available,2021-10-04,36
PROD00462,Fuga Laptop,11,7,Puma,16467.98,21158.06,28.48,Available,2021-09-11,12
PROD00463,Natus Laptop,11,3,LG,4586.1,5566.61,21.38,Available,2024-05-31,24
PROD00464,Perferendis Shirt,12,7,Adidas,10313.61,14293.63,38.59,Available,2024-04-14,12
PROD00465,Consectetur Shirt,19,7,Dell,1113.33,1319.41,18.51,Available,2022-04-16,36
PROD00466,Corporis Shirt,3,8,LG,40034.46,51424.26,28.45,Out of Stock,2022-02-26,18
PROD00467,Molestias Keyboard,13,8,Puma,24752.46,33413.35,34.99,Available,2021-11-30,6
PROD00468,Similique Bag,10,5,Mi,21709.91,29245.42,34.71,Available,2022-05-27,18
PROD00469,Voluptatibus Shirt,15,4,Sony,12792.09,17196.41,34.43,Available,2023-06-14,6
PROD00470,Aliquam Keyboard,2,8,LG,12342.07,16368.05,32.62,Available,2024-04-26,36
PROD00471,Et Speaker,11,6,HP,19686.33,23668.87,20.23,Available,2022-09-27,12
PROD00472,Deleniti Shoes,12,5,Dell,10024.4,12013.24,19.84,Available,2023-01-30,12
PROD00473,Placeat Shirt,15,10,Philips,15320.65,21441.25,39.95,Out of Stock,2023-12-26,12
PROD00474,Quia TV,8,3,Apple,1312.64,1548.65,17.98,Available,2021-11-14,18
PROD00475,Ipsum Shoes,2,5,Lenovo,2895.21,3921.27,35.44,Discontinued,2025-08-08,18
PROD00476,Assumenda TV,19,7,HP,43142.21,53953.65,25.06,Out of Stock,2024-05-16,36
PROD00477,Dolores TV,15,10,Nike,39115.41,46074.04,17.79,Available,2024-05-17,36
PROD00478,Modi Shoes,4,5,Apple,28087.2,36561.11,30.17,Available,2021-10-27,6
PROD00479,Delectus Watch,15,7,Samsung,47459.92,64778.04,36.49,Available,2021-08-18,18
PROD00480,Quis Keyboard,13,6,Sony,7416.69,10213.52,37.71,Available,2023-07-15,18
PROD00481,Expedita Shirt,19,1,Puma,17436.09,22642.51,29.86,Available,2021-09-11,18
PROD00482,Vero Watch,12,5,OnePlus,30562.44,40473.84,32.43,Available,2022-09-16,36
PROD00483,Nisi Laptop,16,7,Philips,45057.66,52118.2,15.67,Available,2026-02-12,18
PROD00484,Atque Headphones,8,3,HP,23510.2,31442.54,33.74,Available,2022-05-14,36
PROD00485,Qui TV,5,4,Mi,12733.11,16290.74,27.94,Available,2024-09-01,24
PROD00486,Architecto Phone,14,7,HP,46518.05,59408.2,27.71,Available,2024-07-25,18
PROD00487,Eveniet Shoes,8,5,HP,31894.39,40180.55,25.98,Available,2022-01-22,18
PROD00488,Odit Shoes,2,9,Apple,22663.68,28907.52,27.55,Available,2025-05-04,18
PROD00489,Officiis TV,16,9,Boat,27886.1,33287.64,19.37,Out of Stock,2025-11-18,18
PROD00490,Ducimus Phone,10,8,LG,19334.32,22922.77,18.56,Available,2024-09-10,12
PROD00491,Et Shoes,15,1,Lenovo,39603.65,45373.9,14.57,Available,2021-08-16,18
PROD00492,Id Bag,7,2,Mi,9277.95,11526.93,24.24,Available,2023-10-26,24
PROD00493,Rem Shirt,8,5,Apple,16036.62,18969.72,18.29,Available,2024-11-29,24
PROD00494,Pariatur Keyboard,18,9,Sony,36659.9,43676.6,19.14,Available,2024-08-30,12
PROD00495,Sit Shirt,17,7,Mi,31960.91,43543.54,36.24,Available,2026-03-15,12
PROD00496,Amet Speaker,12,3,Tata,36040.07,49273.98,36.72,Available,2023-09-05,24
PROD00497,Quos Watch,5,8,Tata,8738.75,10682.25,22.24,Out of Stock,2024-10-16,18
PROD00498,Quisquam Shirt,16,2,Nike,34670.91,38779.41,11.85,Available,2021-07-25,6
PROD00499,Consequuntur Speaker,20,6,OnePlus,40167.49,46244.83,15.13,Available,2022-07-21,36
PROD00500,Fugiat Shirt,5,5,Mi,29503.5,33483.52,13.49,Available,2021-07-24,24
