Order_Number,Customer_ID,Store_ID,Coupon_ID,Order_Date,Order_Status,Payment_Status,Order_Total,Tax_Amount,Shipping_Charge,Net_Amount
ORD005194,3513,1,13,2026-01-18 10:40:25,Delivered,Paid,2527.59,454.97,0,2982.56
ORD005195,4939,17,15,2024-12-10 22:21:42,Pending,Pending,8880.14,1598.43,0,10478.57
ORD005196,1615,25,8,2025-03-03 03:07:25,Delivered,Paid,19888.17,3579.87,0,23468.04
ORD005197,892,18,2,2024-12-13 17:52:04,Delivered,Paid,12010.82,2161.95,0,14172.77
ORD005198,1979,17,9,2025-09-21 07:53:32,Shipped,Paid,13390.71,2410.33,0,15801.04
ORD005199,793,21,12,2025-05-21 00:50:44,Delivered,Paid,20445.87,3680.26,0,24126.13
ORD005200,4252,25,5,2025-07-07 14:21:40,Delivered,Paid,22154.92,3987.89,0,26142.81
ORD005201,4466,15,2,2025-06-05 00:12:24,Delivered,Paid,19902.27,3582.41,0,23484.68
ORD005202,772,8,20,2024-09-16 15:48:01,Delivered,Paid,18776.03,3379.69,0,22155.72
ORD005203,3701,25,15,2025-08-03 03:12:06,Delivered,Paid,8569.88,1542.58,0,10112.46
ORD005204,1072,19,16,2026-04-07 06:23:35,Delivered,Paid,16566.56,2981.98,0,19548.54
ORD005205,2966,1,2,2025-01-24 04:04:22,Pending,Pending,3016.01,542.88,0,3558.89
ORD005206,2433,2,12,2025-09-22 22:03:30,Shipped,Paid,17259.88,3106.78,0,20366.66
ORD005207,2015,1,9,2026-05-07 14:58:03,Delivered,Paid,15804.61,2844.83,0,18649.44
ORD005208,3176,4,2,2024-07-19 20:36:04,Cancelled,Refunded,4684.39,843.19,0,5527.58
ORD005209,1799,7,6,2025-08-13 21:19:10,Delivered,Paid,12446.01,2240.28,0,14686.29
ORD005210,2371,10,2,2026-03-07 06:25:45,Delivered,Paid,14290.97,2572.37,0,16863.34
ORD005211,2144,3,8,2024-12-27 23:08:01,Delivered,Paid,21365.74,3845.83,0,25211.57
ORD005212,682,22,20,2025-09-08 08:05:21,Delivered,Paid,10285.56,1851.4,0,12136.96
ORD005213,3382,14,8,2025-05-16 05:43:54,Confirmed,Paid,12975.54,2335.6,0,15311.14
ORD005214,869,3,8,2025-02-19 14:41:59,Shipped,Paid,20560.02,3700.8,0,24260.82
ORD005215,4706,25,11,2025-07-22 00:43:42,Delivered,Paid,22513.18,4052.37,0,26565.55
ORD005216,3171,15,10,2026-04-04 09:59:43,Confirmed,Paid,7538.5,1356.93,0,8895.43
ORD005217,4341,15,16,2025-06-02 00:28:05,Confirmed,Paid,1998.51,359.73,0,2358.24
ORD005218,1410,25,19,2024-12-13 00:51:42,Returned,Refunded,24261.58,4367.08,0,28628.66
ORD005219,1537,18,14,2025-02-14 22:04:48,Delivered,Paid,3253.11,585.56,0,3838.67
ORD005220,1284,9,6,2025-08-20 11:00:35,Confirmed,Paid,23397.05,4211.47,0,27608.52
ORD005221,1783,23,6,2025-05-13 13:31:03,Confirmed,Paid,16269.45,2928.5,0,19197.95
ORD005222,1820,21,7,2026-01-12 18:38:17,Delivered,Paid,13883.24,2498.98,0,16382.22
ORD005223,1642,19,12,2025-11-25 21:38:41,Shipped,Paid,6213.45,1118.42,0,7331.87
ORD005224,296,14,5,2025-12-17 01:56:13,Shipped,Paid,4471.46,804.86,0,5276.32
ORD005225,1645,15,3,2024-12-24 19:56:29,Delivered,Paid,21243.1,3823.76,0,25066.86
ORD005226,1558,16,20,2025-09-29 02:18:10,Shipped,Paid,14134.71,2544.25,0,16678.96
ORD005227,1447,18,2,2025-08-21 16:24:48,Delivered,Paid,8249.12,1484.84,0,9733.96
ORD005228,3852,9,14,2025-08-17 07:25:03,Delivered,Paid,11907.38,2143.33,0,14050.71
ORD005229,3403,8,1,2025-04-03 18:06:25,Pending,Pending,21773.41,3919.21,0,25692.62
ORD005230,1219,11,4,2026-04-26 06:10:40,Delivered,Paid,17146.74,3086.41,0,20233.15
ORD005231,4390,3,18,2026-04-18 01:01:27,Delivered,Paid,17884.4,3219.19,0,21103.59
ORD005232,1090,3,16,2025-11-09 10:15:47,Delivered,Paid,14075.06,2533.51,0,16608.57
ORD005233,4996,9,6,2026-07-07 14:29:02,Delivered,Paid,3803.9,684.7,0,4488.6
ORD005234,2698,9,2,2024-07-15 13:23:45,Confirmed,Paid,11569.15,2082.45,0,13651.6
ORD005235,943,14,16,2026-06-10 06:22:48,Delivered,Paid,5651,1017.18,0,6668.18
ORD005236,961,3,20,2026-06-17 19:34:47,Delivered,Paid,13670.4,2460.67,0,16131.07
ORD005237,3723,16,3,2025-08-29 08:17:03,Delivered,Paid,925.48,166.59,50,1142.07
ORD005238,3080,4,20,2025-02-27 16:40:14,Confirmed,Paid,18781.71,3380.71,0,22162.42
ORD005239,508,22,6,2025-10-15 04:55:31,Delivered,Paid,16356.52,2944.17,0,19300.69
ORD005240,4131,8,2,2024-08-20 03:55:42,Delivered,Paid,23266.9,4188.04,0,27454.94
ORD005241,3956,8,20,2025-05-28 10:53:01,Delivered,Paid,24150.94,4347.17,0,28498.11
ORD005242,3679,20,6,2025-07-01 06:45:05,Delivered,Paid,2990.46,538.28,0,3528.74
ORD005243,2366,1,16,2026-04-30 08:14:02,Shipped,Paid,13890.61,2500.31,0,16390.92
ORD005244,941,4,9,2025-08-31 01:05:18,Delivered,Paid,9032.76,1625.9,0,10658.66
ORD005245,2170,19,2,2024-10-25 17:02:44,Cancelled,Refunded,4447.57,800.56,0,5248.13
ORD005246,563,3,10,2026-06-28 16:41:20,Shipped,Paid,23360.36,4204.86,0,27565.22
ORD005247,1195,5,9,2025-08-20 19:20:49,Delivered,Paid,4463.54,803.44,0,5266.98
ORD005248,926,25,1,2025-08-12 01:01:01,Delivered,Paid,2167.85,390.21,0,2558.06
ORD005249,2573,17,6,2024-08-13 10:20:01,Delivered,Paid,24629.93,4433.39,0,29063.32
ORD005250,3704,1,12,2025-09-02 12:18:33,Confirmed,Paid,678.2,122.08,50,850.28
ORD005251,2096,7,17,2026-01-10 00:34:51,Confirmed,Paid,9652.91,1737.52,0,11390.43
ORD005252,542,20,12,2025-07-24 00:18:38,Delivered,Paid,12486.22,2247.52,0,14733.74
ORD005253,3146,3,18,2025-03-30 12:13:18,Delivered,Paid,13590.68,2446.32,0,16037
ORD005254,685,3,2,2024-12-18 15:49:12,Delivered,Paid,17145.16,3086.13,0,20231.29
ORD005255,3422,1,17,2025-04-03 19:40:45,Pending,Pending,13961.6,2513.09,0,16474.69
ORD005256,4828,22,1,2025-01-28 16:52:53,Delivered,Paid,2765.34,497.76,0,3263.1
ORD005257,654,1,14,2024-08-01 07:46:36,Delivered,Paid,24384.31,4389.18,0,28773.49
ORD005258,40,10,15,2025-03-17 22:25:45,Delivered,Paid,13342.46,2401.64,0,15744.1
ORD005259,948,13,18,2024-11-29 19:03:45,Delivered,Paid,16580.8,2984.54,0,19565.34
ORD005260,4767,17,10,2024-10-05 23:30:59,Pending,Pending,13187.43,2373.74,0,15561.17
ORD005261,2973,11,6,2026-04-02 08:25:28,Delivered,Paid,3716.14,668.91,0,4385.05
ORD005262,2374,19,17,2025-06-10 12:33:22,Delivered,Paid,7033.26,1265.99,0,8299.25
ORD005263,50,14,14,2025-12-09 23:45:02,Delivered,Paid,22058.44,3970.52,0,26028.96
ORD005264,2836,9,16,2025-03-08 12:28:58,Delivered,Paid,6698.51,1205.73,0,7904.24
ORD005265,3459,15,7,2025-04-02 02:52:26,Delivered,Paid,15559.11,2800.64,0,18359.75
ORD005266,3473,23,13,2025-12-17 17:18:56,Delivered,Paid,11160.6,2008.91,0,13169.51
ORD005267,2767,12,5,2025-11-14 06:53:25,Delivered,Paid,16570.19,2982.63,0,19552.82
ORD005268,3696,9,17,2024-10-08 13:18:37,Delivered,Paid,16299.85,2933.97,0,19233.82
ORD005269,2486,8,6,2026-04-13 21:37:36,Shipped,Paid,21850.86,3933.15,0,25784.01
ORD005270,582,17,6,2026-04-08 05:55:06,Delivered,Paid,4930.16,887.43,0,5817.59
ORD005271,708,3,13,2025-01-16 06:57:34,Cancelled,Refunded,5190.92,934.37,0,6125.29
ORD005272,1151,24,14,2025-07-19 02:05:24,Shipped,Paid,9689.9,1744.18,0,11434.08
ORD005273,2464,17,11,2026-02-10 18:33:03,Shipped,Paid,17328.59,3119.15,0,20447.74
ORD005274,3755,1,14,2026-06-07 03:56:21,Delivered,Paid,7304.69,1314.84,0,8619.53
ORD005275,3093,13,5,2026-02-22 18:10:08,Delivered,Paid,23896.47,4301.36,0,28197.83
ORD005276,1065,13,8,2025-04-04 03:16:30,Delivered,Paid,1891.23,340.42,0,2231.65
ORD005277,1299,4,2,2025-11-24 14:21:49,Delivered,Paid,14347.14,2582.49,0,16929.63
ORD005278,4217,4,17,2025-09-16 05:05:40,Shipped,Paid,2811,505.98,0,3316.98
ORD005279,1454,10,8,2025-09-05 09:51:49,Shipped,Paid,11579.5,2084.31,0,13663.81
ORD005280,1844,1,20,2026-06-11 02:18:01,Delivered,Paid,16779.48,3020.31,0,19799.79
ORD005281,4213,21,9,2024-07-27 23:59:48,Shipped,Paid,2831.53,509.68,0,3341.21
ORD005282,3406,16,7,2025-12-05 12:43:32,Delivered,Paid,5941.4,1069.45,0,7010.85
ORD005283,1453,13,15,2026-01-08 19:28:40,Delivered,Paid,5936.2,1068.52,0,7004.72
ORD005284,1770,18,18,2024-11-20 07:23:41,Shipped,Paid,9060.1,1630.82,0,10690.92
ORD005285,1014,19,12,2026-04-07 20:20:04,Delivered,Paid,9079.61,1634.33,0,10713.94
ORD005286,4878,14,11,2025-10-31 07:08:04,Delivered,Paid,22166.22,3989.92,0,26156.14
ORD005287,1697,6,16,2025-05-09 06:34:09,Shipped,Paid,4380.34,788.46,0,5168.8
ORD005288,1623,23,17,2025-04-10 17:15:20,Delivered,Paid,21542.7,3877.69,0,25420.39
ORD005289,2508,13,12,2025-01-29 22:44:51,Delivered,Paid,19612.41,3530.23,0,23142.64
ORD005290,2865,15,9,2026-02-20 01:09:09,Delivered,Paid,8747.36,1574.52,0,10321.88
ORD005291,4278,11,1,2026-01-23 21:23:30,Shipped,Paid,13403.04,2412.55,0,15815.59
ORD005292,2358,20,1,2024-12-25 04:49:24,Cancelled,Refunded,24551.35,4419.24,0,28970.59
ORD005293,2020,25,8,2024-07-29 04:43:41,Delivered,Paid,13084.82,2355.27,0,15440.09
ORD005294,2779,17,3,2026-07-01 12:37:28,Delivered,Paid,22402.21,4032.4,0,26434.61
ORD005295,1333,12,20,2024-10-16 07:27:53,Delivered,Paid,4246.27,764.33,0,5010.6
ORD005296,1224,16,5,2025-11-25 02:24:14,Returned,Refunded,7896.37,1421.35,0,9317.72
ORD005297,500,15,15,2025-05-26 20:05:57,Delivered,Paid,7496.79,1349.42,0,8846.21
ORD005298,2190,18,14,2024-09-08 00:24:37,Pending,Pending,23269.74,4188.55,0,27458.29
ORD005299,3121,18,20,2024-07-27 03:55:29,Delivered,Paid,16278,2930.04,0,19208.04
ORD005300,4193,3,12,2026-06-13 05:49:39,Delivered,Paid,24312.58,4376.26,0,28688.84
ORD005301,2805,15,8,2025-07-06 01:41:28,Shipped,Paid,11664.07,2099.53,0,13763.6
ORD005302,1870,5,17,2024-12-16 02:48:05,Pending,Pending,3721.45,669.86,0,4391.31
ORD005303,1064,9,15,2025-04-14 21:54:55,Delivered,Paid,23162.28,4169.21,0,27331.49
ORD005304,3655,5,13,2026-03-20 20:27:00,Delivered,Paid,17518.87,3153.4,0,20672.27
ORD005305,2321,10,12,2025-01-12 03:28:15,Shipped,Paid,13079.34,2354.28,0,15433.62
ORD005306,881,19,10,2025-07-08 05:10:26,Delivered,Paid,14066.12,2531.9,0,16598.02
ORD005307,450,15,16,2026-01-29 05:22:30,Delivered,Paid,9506.59,1711.19,0,11217.78
ORD005308,1532,19,8,2026-01-07 02:33:00,Cancelled,Failed,15809.76,2845.76,0,18655.52
ORD005309,2263,18,4,2024-10-14 23:36:19,Shipped,Paid,24353.18,4383.57,0,28736.75
ORD005310,4265,1,9,2026-07-05 02:40:14,Confirmed,Paid,14222.45,2560.04,0,16782.49
ORD005311,2957,5,12,2024-07-12 02:33:47,Delivered,Paid,16965.48,3053.79,0,20019.27
ORD005312,4768,6,2,2024-09-07 08:45:47,Delivered,Paid,866.24,155.92,50,1072.16
ORD005313,3897,25,5,2025-04-26 18:05:43,Delivered,Paid,7833.75,1410.08,0,9243.83
ORD005314,2118,16,2,2026-02-16 08:54:21,Delivered,Paid,1757.46,316.34,0,2073.8
ORD005315,4152,18,8,2024-08-26 09:12:30,Delivered,Paid,8537.55,1536.76,0,10074.31
ORD005316,2223,22,2,2025-12-12 11:28:30,Delivered,Paid,7720.44,1389.68,0,9110.12
ORD005317,1050,19,1,2025-02-05 17:24:31,Delivered,Paid,18322.52,3298.05,0,21620.57
ORD005318,3313,16,9,2026-04-22 01:16:09,Returned,Refunded,14540.95,2617.37,0,17158.32
ORD005319,2107,15,17,2025-09-02 08:29:40,Shipped,Paid,3637.26,654.71,0,4291.97
ORD005320,454,23,8,2025-04-29 01:08:12,Delivered,Paid,21498.42,3869.72,0,25368.14
ORD005321,1610,7,20,2024-08-24 06:06:40,Shipped,Paid,11149.09,2006.84,0,13155.93
ORD005322,1436,7,15,2026-05-02 04:14:50,Delivered,Paid,6695.62,1205.21,0,7900.83
ORD005323,4103,6,15,2025-10-27 17:50:04,Cancelled,Refunded,14525.73,2614.63,0,17140.36
ORD005324,4578,17,6,2026-04-27 18:46:26,Delivered,Paid,21358.93,3844.61,0,25203.54
ORD005325,1877,18,15,2025-05-11 00:20:44,Delivered,Paid,6783.62,1221.05,0,8004.67
ORD005326,490,21,18,2025-03-17 17:07:42,Delivered,Paid,23832.83,4289.91,0,28122.74
ORD005327,3138,6,10,2025-10-24 15:03:06,Confirmed,Paid,22276.72,4009.81,0,26286.53
ORD005328,4875,14,18,2026-02-26 07:51:39,Confirmed,Paid,22983.17,4136.97,0,27120.14
ORD005329,1397,24,14,2024-09-20 07:32:37,Shipped,Paid,11024.44,1984.4,0,13008.84
ORD005330,4934,18,4,2025-10-31 08:22:39,Pending,Pending,21344.66,3842.04,0,25186.7
ORD005331,4779,15,7,2024-08-22 01:22:51,Delivered,Paid,22723.73,4090.27,0,26814
ORD005332,1831,23,7,2025-03-27 10:05:04,Delivered,Paid,10614.78,1910.66,0,12525.44
ORD005333,899,4,5,2024-09-10 03:53:14,Delivered,Paid,11562.63,2081.27,0,13643.9
ORD005334,4187,7,2,2026-06-30 15:56:43,Delivered,Paid,18126.07,3262.69,0,21388.76
ORD005335,1473,1,9,2025-11-14 06:17:27,Delivered,Paid,19372.4,3487.03,0,22859.43
ORD005336,3388,8,11,2025-06-11 01:03:53,Shipped,Paid,4572.15,822.99,0,5395.14
ORD005337,2291,16,4,2024-12-29 16:02:10,Delivered,Paid,7555.13,1359.92,0,8915.05
ORD005338,2335,14,18,2026-02-14 00:55:17,Cancelled,Failed,4147,746.46,0,4893.46
ORD005339,2748,3,10,2025-01-12 07:30:44,Shipped,Paid,15649.69,2816.94,0,18466.63
ORD005340,1595,8,8,2026-01-26 03:30:08,Confirmed,Paid,9873.03,1777.15,0,11650.18
ORD005341,2946,19,10,2024-08-23 23:35:46,Delivered,Paid,7155.8,1288.04,0,8443.84
ORD005342,1006,8,13,2025-08-10 05:28:17,Cancelled,Refunded,11481.67,2066.7,0,13548.37
ORD005343,2371,3,17,2024-07-31 23:53:10,Delivered,Paid,24509.21,4411.66,0,28920.87
ORD005344,4327,14,7,2025-09-18 16:59:42,Delivered,Paid,2098.03,377.65,0,2475.68
ORD005345,1422,5,19,2025-01-08 05:45:00,Pending,Pending,5220.35,939.66,0,6160.01
ORD005346,2199,20,2,2025-05-16 18:48:25,Cancelled,Failed,24768.84,4458.39,0,29227.23
ORD005347,2434,12,3,2025-01-21 15:14:54,Delivered,Paid,10242.26,1843.61,0,12085.87
ORD005348,3897,3,9,2026-02-12 03:58:16,Returned,Refunded,21476.49,3865.77,0,25342.26
ORD005349,4440,2,9,2026-02-26 22:28:46,Delivered,Paid,13655.68,2458.02,0,16113.7
ORD005350,3808,15,8,2025-03-02 11:05:09,Shipped,Paid,23758.59,4276.55,0,28035.14
ORD005351,1116,24,18,2025-07-18 09:41:56,Delivered,Paid,6181.02,1112.58,0,7293.6
ORD005352,1324,13,6,2025-08-27 17:53:44,Delivered,Paid,24980.87,4496.56,0,29477.43
ORD005353,1796,14,12,2026-02-27 01:21:18,Delivered,Paid,6053.47,1089.62,0,7143.09
ORD005354,1988,25,17,2024-10-17 05:41:59,Confirmed,Paid,2908.95,523.61,0,3432.56
ORD005355,731,24,13,2025-11-02 12:03:49,Delivered,Paid,8011.17,1442.01,0,9453.18
ORD005356,3427,22,14,2025-05-06 15:02:44,Delivered,Paid,21770.89,3918.76,0,25689.65
ORD005357,3130,23,2,2026-02-14 02:29:32,Delivered,Paid,7419.34,1335.48,0,8754.82
ORD005358,1847,3,14,2025-09-13 17:21:47,Cancelled,Refunded,21030.25,3785.44,0,24815.69
ORD005359,4667,22,15,2025-09-11 08:28:03,Delivered,Paid,13801.05,2484.19,0,16285.24
ORD005360,3880,5,6,2025-04-12 10:05:21,Shipped,Paid,13173.7,2371.27,0,15544.97
ORD005361,378,17,13,2025-05-17 08:49:18,Delivered,Paid,14674.6,2641.43,0,17316.03
ORD005362,4731,21,11,2025-12-03 04:02:10,Delivered,Paid,18818.76,3387.38,0,22206.14
ORD005363,3321,25,15,2026-02-11 14:03:48,Shipped,Paid,6421.6,1155.89,0,7577.49
ORD005364,3960,2,17,2026-01-27 01:03:36,Pending,Pending,20452.3,3681.41,0,24133.71
ORD005365,4206,16,11,2025-08-24 01:18:15,Confirmed,Paid,16075.03,2893.51,0,18968.54
ORD005366,2122,25,11,2025-03-01 14:59:55,Delivered,Paid,12132.54,2183.86,0,14316.4
ORD005367,1096,24,11,2025-04-20 12:55:46,Delivered,Paid,22520.27,4053.65,0,26573.92
ORD005368,4366,11,10,2025-12-12 04:54:00,Delivered,Paid,8205.29,1476.95,0,9682.24
ORD005369,1233,5,7,2026-01-04 10:03:26,Confirmed,Paid,12431.24,2237.62,0,14668.86
ORD005370,1474,1,16,2025-07-11 10:51:24,Confirmed,Paid,7110.78,1279.94,0,8390.72
ORD005371,2114,17,12,2024-09-15 15:31:01,Delivered,Paid,8046.35,1448.34,0,9494.69
ORD005372,4097,2,4,2025-02-25 09:45:41,Delivered,Paid,13988.41,2517.91,0,16506.32
ORD005373,4717,25,3,2025-01-11 12:08:12,Shipped,Paid,6166.25,1109.92,0,7276.17
ORD005374,1978,7,4,2025-07-17 08:38:38,Shipped,Paid,5766.71,1038.01,0,6804.72
ORD005375,2659,16,9,2025-08-08 10:21:44,Delivered,Paid,18862.21,3395.2,0,22257.41
ORD005376,4508,14,18,2024-07-24 15:37:41,Delivered,Paid,18779.72,3380.35,0,22160.07
ORD005377,1269,2,12,2025-05-22 01:11:18,Pending,Pending,11979.88,2156.38,0,14136.26
ORD005378,4322,11,17,2024-12-14 00:28:32,Delivered,Paid,23177.06,4171.87,0,27348.93
ORD005379,1561,24,6,2024-09-06 04:41:59,Shipped,Paid,3647.34,656.52,0,4303.86
ORD005380,1610,18,8,2025-08-11 23:01:13,Cancelled,Refunded,10327.87,1859.02,0,12186.89
ORD005381,2078,3,13,2026-05-22 11:32:56,Shipped,Paid,20242.16,3643.59,0,23885.75
ORD005382,2365,20,15,2024-12-20 07:34:15,Delivered,Paid,8490.9,1528.36,0,10019.26
ORD005383,3915,7,15,2025-07-01 19:53:40,Delivered,Paid,13545.04,2438.11,0,15983.15
ORD005384,1474,23,5,2025-01-25 04:21:38,Shipped,Paid,14899.18,2681.85,0,17581.03
ORD005385,3859,11,5,2025-02-22 14:58:33,Delivered,Paid,19858.15,3574.47,0,23432.62
ORD005386,913,15,11,2025-12-14 12:22:54,Returned,Refunded,18318.76,3297.38,0,21616.14
ORD005387,792,25,1,2025-02-18 18:19:24,Delivered,Paid,20567.53,3702.16,0,24269.69
ORD005388,1684,6,8,2025-02-24 06:54:51,Shipped,Paid,8880.46,1598.48,0,10478.94
ORD005389,3780,1,8,2026-05-13 19:46:43,Delivered,Paid,10445.3,1880.15,0,12325.45
ORD005390,1111,13,9,2025-05-12 16:16:10,Delivered,Paid,22590.49,4066.29,0,26656.78
ORD005391,1069,16,19,2025-07-15 03:50:39,Delivered,Paid,15137.3,2724.71,0,17862.01
ORD005392,3907,14,3,2025-11-22 23:49:51,Delivered,Paid,22472.47,4045.04,0,26517.51
ORD005393,3248,10,4,2025-05-13 14:35:25,Delivered,Paid,22040.69,3967.32,0,26008.01
ORD005394,361,19,11,2025-04-24 10:19:33,Delivered,Paid,12086.05,2175.49,0,14261.54
ORD005395,2096,4,11,2026-03-19 00:23:14,Delivered,Paid,19161.74,3449.11,0,22610.85
ORD005396,2374,19,15,2026-05-29 09:59:01,Delivered,Paid,4107.41,739.33,0,4846.74
ORD005397,2479,9,6,2024-11-15 10:29:33,Pending,Pending,24933.32,4488,0,29421.32
ORD005398,2102,7,2,2025-11-01 07:13:30,Returned,Refunded,11283.56,2031.04,0,13314.6
ORD005399,1154,3,13,2026-01-30 21:12:40,Delivered,Paid,5467.16,984.09,0,6451.25
ORD005400,1195,21,12,2026-05-09 10:33:46,Pending,Pending,16175.14,2911.53,0,19086.67
ORD005401,4210,15,19,2025-07-22 03:29:44,Delivered,Paid,10134.4,1824.19,0,11958.59
ORD005402,884,9,2,2025-05-04 14:12:40,Delivered,Paid,11614.43,2090.6,0,13705.03
ORD005403,895,8,1,2024-11-03 15:59:36,Delivered,Paid,17200.99,3096.18,0,20297.17
ORD005404,3772,23,4,2025-06-07 14:37:05,Delivered,Paid,5366.14,965.91,0,6332.05
ORD005405,2601,1,10,2024-08-18 17:06:50,Shipped,Paid,14130.91,2543.56,0,16674.47
ORD005406,3902,7,15,2026-05-27 12:21:48,Delivered,Paid,23307.4,4195.33,0,27502.73
ORD005407,2846,23,2,2025-02-20 21:03:41,Confirmed,Paid,6627.31,1192.92,0,7820.23
ORD005408,4008,7,5,2026-01-08 23:27:06,Delivered,Paid,2913.91,524.5,0,3438.41
ORD005409,4141,25,4,2025-01-25 16:52:05,Delivered,Paid,9721.79,1749.92,0,11471.71
ORD005410,1405,6,6,2024-07-23 00:05:17,Delivered,Paid,21733.8,3912.08,0,25645.88
ORD005411,3890,3,4,2025-01-27 01:02:51,Delivered,Paid,24497.42,4409.54,0,28906.96
ORD005412,4832,10,11,2025-11-08 22:36:54,Delivered,Paid,12695.34,2285.16,0,14980.5
ORD005413,2208,25,16,2025-01-16 23:24:44,Delivered,Paid,17528.7,3155.17,0,20683.87
ORD005414,3215,6,18,2026-04-04 01:50:36,Shipped,Paid,7887.51,1419.75,0,9307.26
ORD005415,3774,10,8,2025-12-22 14:27:01,Delivered,Paid,2626.65,472.8,0,3099.45
ORD005416,3878,25,20,2026-06-16 03:45:09,Delivered,Paid,22578.49,4064.13,0,26642.62
ORD005417,530,12,18,2026-02-02 07:32:16,Shipped,Paid,9872.11,1776.98,0,11649.09
ORD005418,3010,15,13,2025-05-03 21:02:27,Delivered,Paid,17228.8,3101.18,0,20329.98
ORD005419,2409,10,15,2026-04-13 02:45:33,Returned,Refunded,21135.22,3804.34,0,24939.56
ORD005420,602,4,18,2026-01-05 14:57:41,Shipped,Paid,7596.69,1367.4,0,8964.09
ORD005421,1912,3,2,2026-04-11 16:33:55,Delivered,Paid,3129.4,563.29,0,3692.69
ORD005422,4967,22,9,2025-01-08 16:12:54,Delivered,Paid,17073.88,3073.3,0,20147.18
ORD005423,707,16,8,2026-01-20 05:24:24,Shipped,Paid,15241.07,2743.39,0,17984.46
ORD005424,2734,22,4,2026-05-09 05:16:00,Delivered,Paid,3071.18,552.81,0,3623.99
ORD005425,4281,1,7,2025-08-03 05:04:15,Delivered,Paid,10669.48,1920.51,0,12589.99
ORD005426,1534,1,16,2025-01-31 10:24:41,Shipped,Paid,6624.02,1192.32,0,7816.34
ORD005427,2825,23,2,2025-08-17 16:34:16,Cancelled,Refunded,21308.2,3835.48,0,25143.68
ORD005428,2128,23,15,2025-11-10 10:30:54,Shipped,Paid,13924.02,2506.32,0,16430.34
ORD005429,3347,17,11,2025-06-10 00:39:33,Shipped,Paid,23810.03,4285.81,0,28095.84
ORD005430,4698,12,8,2025-07-30 08:46:13,Delivered,Paid,15024.02,2704.32,0,17728.34
ORD005431,772,16,8,2026-05-10 04:01:59,Delivered,Paid,14682.46,2642.84,0,17325.3
ORD005432,5000,5,11,2025-09-20 15:25:20,Shipped,Paid,6284.34,1131.18,0,7415.52
ORD005433,4903,7,17,2025-08-19 03:17:21,Shipped,Paid,12656.22,2278.12,0,14934.34
ORD005434,2482,7,11,2025-01-16 21:03:27,Confirmed,Paid,12098.89,2177.8,0,14276.69
ORD005435,3252,5,7,2026-05-03 17:55:05,Delivered,Paid,2015.68,362.82,0,2378.5
ORD005436,1698,5,10,2025-08-09 02:51:56,Delivered,Paid,20099.28,3617.87,0,23717.15
ORD005437,1094,8,13,2025-11-19 02:52:34,Cancelled,Failed,18174.16,3271.35,0,21445.51
ORD005438,4408,8,17,2025-11-21 12:20:08,Delivered,Paid,2375.86,427.65,0,2803.51
ORD005439,3023,22,16,2026-03-30 01:30:40,Delivered,Paid,8189.23,1474.06,0,9663.29
ORD005440,969,22,8,2025-08-13 19:54:13,Confirmed,Paid,19024.76,3424.46,0,22449.22
ORD005441,3106,3,1,2026-05-12 12:14:28,Delivered,Paid,24595.23,4427.14,0,29022.37
ORD005442,3115,6,14,2025-01-21 13:06:34,Delivered,Paid,4440.6,799.31,0,5239.91
ORD005443,4810,9,11,2025-10-04 10:33:18,Confirmed,Paid,18649.76,3356.96,0,22006.72
ORD005444,4471,1,10,2026-01-21 17:02:25,Delivered,Paid,8243.78,1483.88,0,9727.66
ORD005445,1711,18,4,2024-08-29 14:51:10,Shipped,Paid,14928.62,2687.15,0,17615.77
ORD005446,2868,23,7,2025-06-02 15:03:18,Delivered,Paid,19497.97,3509.63,0,23007.6
ORD005447,1570,4,9,2025-11-16 17:31:48,Shipped,Paid,3716.45,668.96,0,4385.41
ORD005448,1247,9,19,2026-03-04 16:04:48,Shipped,Paid,18075.74,3253.63,0,21329.37
ORD005449,3015,19,12,2026-05-03 20:35:41,Shipped,Paid,23253.43,4185.62,0,27439.05
ORD005450,3568,13,3,2025-06-15 04:50:12,Confirmed,Paid,17981.08,3236.59,0,21217.67
ORD005451,960,10,5,2026-04-28 09:38:49,Delivered,Paid,1885.78,339.44,0,2225.22
ORD005452,3878,11,12,2025-03-27 08:16:15,Shipped,Paid,6501.47,1170.26,0,7671.73
ORD005453,2123,11,16,2024-10-01 23:55:51,Shipped,Paid,11381.75,2048.72,0,13430.47
ORD005454,3730,25,5,2024-09-26 19:16:06,Returned,Refunded,9517.79,1713.2,0,11230.99
ORD005455,1471,11,12,2024-12-29 20:47:57,Delivered,Paid,24837.87,4470.82,0,29308.69
ORD005456,3775,11,2,2026-01-07 10:31:38,Delivered,Paid,13928.68,2507.16,0,16435.84
ORD005457,885,11,6,2025-09-29 23:21:22,Shipped,Paid,2888.9,520,0,3408.9
ORD005458,1137,11,9,2026-03-08 07:51:19,Shipped,Paid,9907.14,1783.29,0,11690.43
ORD005459,3067,18,14,2025-10-27 03:55:38,Shipped,Paid,14568.65,2622.36,0,17191.01
ORD005460,1230,17,20,2026-02-03 20:30:19,Shipped,Paid,23259.81,4186.77,0,27446.58
ORD005461,3818,9,11,2025-10-20 18:27:28,Shipped,Paid,9483.91,1707.1,0,11191.01
ORD005462,3100,19,9,2024-11-22 02:09:07,Delivered,Paid,16232.25,2921.8,0,19154.05
